1008:112,D,112,112@1:186,1007
1007:112,D,112,112@1;112,D,112,112@1:249,1006
495:63,S,'13',61@1;61,S,60,55@0.5:491,494
494:61,S,60,55@0.5;55,TL,55,100@0.5;100,S,'28',98@1:28_cluster_NcoxDSM45129|26d899|2373-2454|3740|28_cluster_NcoxDSM45129-1495-Item20-A_hpg-Item21-PCP_Fill_0,01_cluster_A40926|2105e4|2372-2453|70|01_cluster_A40926-23-Item20-A_tyr-Item21-PCP_Fill_0
01_cluster_A40926|2105e4|2372-2453|70|01_cluster_A40926-23-Item20-A_tyr-Item21-PCP_Fill_0:100,S,'28',98@1;98,SL,'71','01'@1
491:61,S,60,55@0.5;60,T,60,39@1:449,490
490:60,T,60,39@1;39,T,22,39@1:486,489
489:39,T,22,39@1;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|2377-2458|2406|18_cluster_Chloroeremomycin-1-961-Item16-A_hpg-Item17-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|2871d2|2377-2458|3466|26_cluster_KaridNRRLB16535chlor-1355-Item16-A_hpg-Item17-PCP_Fill_0
486:39,T,22,39@1;22,S,21,16@1:04_cluster_AazureaDSM43854|40c465|2401-2482|500|04_cluster_AazureaDSM43854-159-Item16-A_hpg-Item17-PCP_Fill_0,485
485:22,S,21,16@1;16,S,14,'09'@1:475,484
484:16,S,14,'09'@1;'09',T,'11','09'@1:11_cluster_AregGY080|ac6242|2368-2449|1506|11_cluster_AregGY080-602-Item17-A_hpg-Item18-PCP_Fill_0,483
483:'09',T,'11','09'@1;'09',T,'03','09'@1:03_cluster_AalbaDSM44262|311e81|2363-2444|298|03_cluster_AalbaDSM44262-96-Item17-A_hpg-Item18-PCP_Fill_0,482
482:'09',T,'03','09'@1;'09',T,'09',9@1:09_cluster_AOHO0100074|ca1b25|2369-2450|1191|09_cluster_AOHO0100074-462-Item16-A_hpg|hpg2cl-Item17-PCP_Fill_0,481
481:'09',T,'09',9@1;9,S,'40','51'@1:40_cluster_Vancomycin|aa4140|2365-2446|5225|40_cluster_Vancomycin-1956-Item16-A_hpg|hpg2cl-Item17-PCP_Fill_0,51_cluster_WAC4169cluster051|66fb6a|2365-2446|6873|51_cluster_WAC4169cluster051-2638-Item17-A_hpg-Item16-PCP_Fill_0
475:16,S,14,'09'@1;14,T,35,14@1:453,474
474:14,T,35,14@1;14,D,14,14@0.83:466,473
473:14,D,14,14@0.83;14,S,12,'55'@0.17:07_cluster_AkerFH1893nogabecin|5b689a|2364-2445|906|07_cluster_AkerFH1893nogabecin-340-Item17-A_hpg-Item18-PCP_Fill_0,472
472:14,S,12,'55'@0.17;'55',TL,'55',29@0.17;29,S,'45',27@1:45_cluster_WAC1376cluster143|89a266|2337-2418|5906|45_cluster_WAC1376cluster143-2261-Item16-A_hpg-Item15-PCP_Fill_0,471
471:29,S,'45',27@1;27,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|2343-2424|5686|44_cluster_WAC1375-2129-Item16-A_hpg-Item17-PCP_Fill_0,46_cluster_WAC1416cluster068|d6e140|2340-2421|6097|46_cluster_WAC1416cluster068-2306-Item16-A_hpg-Item17-PCP_Fill_0
07_cluster_AkerFH1893nogabecin|5b689a|2364-2445|906|07_cluster_AkerFH1893nogabecin-340-Item17-A_hpg-Item18-PCP_Fill_0:14,S,12,'55'@0.17;12,SL,6,11@0.5;11,SL,9,'07'@1
466:14,D,14,14@0.83;14,S,'55',12@1:456,465
465:14,S,'55',12@1;12,S,11,6@1:52_cluster_WAC4182cluster089|6721ad|2331-2410|7001|52_cluster_WAC4182cluster089-2741-Item17-A_hpg-Item16-PCP_Fill_0,464
464:12,S,11,6@1;6,S,'06',4@1:06_cluster_Ajap-Ristocetin|b7eff3|2329-2408|784|06_cluster_Ajap-Ristocetin-286-Item17-A_hpg-Item18-PCP_Fill_0,463
463:6,S,'06',4@1;4,S,'53',2@1:53_cluster_WAC4197cluster073|a35ef6|2329-2408|7186|53_cluster_WAC4197cluster073-2789-Item16-A_hpg-Item17-PCP_Fill_0,462
462:4,S,'53',2@1;2,S,'25','27'@1:25_cluster_JPLW01000007|f68926|2329-2408|3307|25_cluster_JPLW01000007-1283-Item17-A_hpg-Item18-PCP_Fill_0,27_cluster_KF882511-Ristocetin|f68926|2329-2408|3611|27_cluster_KF882511-Ristocetin-1416-Item17-A_hpg-Item18-PCP_Fill_0
52_cluster_WAC4182cluster089|6721ad|2331-2410|7001|52_cluster_WAC4182cluster089-2741-Item17-A_hpg-Item16-PCP_Fill_0:12,S,11,6@1;11,TL,11,'52'@1
456:14,S,'55',12@1;'55',T,'08','55'@1:08_cluster_AlurRistocetin|b5adf0|2333-2412|1054|08_cluster_AlurRistocetin-429-Item17-A_hpg-Item16-PCP_Fill_0,55_cluster_WAC05977|7779c3|2327-2406|7437|55_cluster_WAC05977-2904-Item16-A_hpg-Item17-PCP_Fill_0
453:14,T,35,14@1;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|2376-2457|636|05_cluster_AbalhimycinaFH1894-231-Item16-A_hpg-Item17-PCP_Fill_0,14_cluster_Balhimycin|69cf6a|2376-2457|1849|14_cluster_Balhimycin-709-Item16-A_hpg-Item17-PCP_Fill_0
04_cluster_AazureaDSM43854|40c465|2401-2482|500|04_cluster_AazureaDSM43854-159-Item16-A_hpg-Item17-PCP_Fill_0:22,S,21,16@1;21,SL,19,'04'@1
449:60,T,60,39@1;60,T,'47',60@1:47_cluster_WAC1420|713508|2407-2488|6219|47_cluster_WAC1420-2418-Item16-A_tyr-Item17-PCP_Fill_0,448
448:60,T,'47',60@1;60,S,'29',58@1:29_cluster_pekiskomycin|61ac15|2401-2481|3834|29_cluster_pekiskomycin-1529-Item16-A_hpg|hpg2cl-Item17-PCP_Fill_0,447
447:60,S,'29',58@1;58,S,'49','02'@0.14:60_cluster_AsubtropicusNRRLB24665|294514|2369-2450|8082|60_cluster_AsubtropicusNRRLB24665-3100-Item18-A_hpg-Item19-PCP_Fill_0,446
446:58,S,'49','02'@0.14;'02',T,'48','02'@0.43:48_cluster_WAC1424cluster109|2a4bff|2384-2465|6339|48_cluster_WAC1424cluster109-2483-Item14-A_hpg-Item13-PCP_Fill_0,445
445:'02',T,'48','02'@0.43;'02',T,'39','02'@0.71:39_cluster_UK68597|e5e4cd|2377-2458|5123|39_cluster_UK68597-1912-Item18-A_hpg|tyr-Item19-PCP_Fill_0,02_cluster_A47934|3c365b|2370-2451|174|02_cluster_A47934-65-Item21-A_hpg-Item22-PCP_Fill_0
60_cluster_AsubtropicusNRRLB24665|294514|2369-2450|8082|60_cluster_AsubtropicusNRRLB24665-3100-Item18-A_hpg-Item19-PCP_Fill_0:58,S,'49','02'@0.14;'49',TL,'49','60'@0.14
437:71,S,70,63@1;70,S,66,69@1:50_cluster_WAC01529|abd45d|1988-2070|6657|50_cluster_WAC01529-2565-Item7-A_nrp-Item8-PCP_Fill_0,436
436:70,S,66,69@1;69,D,69,69@1:432,435
435:69,D,69,69@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|1914-1996|4081|31_cluster_SluteocolorNRBC13826-1608-Item8-A_nrp-Item9-PCP_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|1914-1996|4196|32_cluster_Ssilaceus-1-1651-Item8-A_nrp-Item9-PCP_Fill_0
432:69,D,69,69@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|2977-3059|4087|31_cluster_SluteocolorNRBC13826-1608-Item11-A_nrp-Item12-PCP_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|2977-3059|4202|32_cluster_Ssilaceus-1-1651-Item11-A_nrp-Item12-PCP_Fill_0
50_cluster_WAC01529|abd45d|1988-2070|6657|50_cluster_WAC01529-2565-Item7-A_nrp-Item8-PCP_Fill_0:70,S,66,69@1;66,SL,'35','50'@1
428:95,S,'67',93@1;'67',TL,'67',51@1;51,S,'43','54'@1:43_cluster_WAC01325|536b71|1462-1539|5609|43_cluster_WAC01325-2078-Item4-A_trp-Item5-PCP_Fill_0,427
427:51,S,'43','54'@1;'54',T,'54','61'@1:54_cluster_WAC05379-1|edff73|1467-1544|7240|54_cluster_WAC05379-1-2847-Item4-A_trp-Item5-PCP_Fill_0,61_cluster_FNTE|5a217a|1460-1537|8234|61_cluster_FNTE-3135-Item4-A_trp-Item5-PCP_Fill_0
423:109,S,108,95@1;108,SL,104,107@1;107,D,107,107@1:419,422
422:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|1661-1738|1547|12_cluster_ArifDSM43936-1-657-Item4-A_thr-Item5-PCP_Fill_0,56_cluster_WAC06369|394215|1931-2008|7580|56_cluster_WAC06369-2952-Item34-A_thr-Item35-PCP_Fill_0
419:107,D,107,107@1;107,T,66,107@1:267,418
418:107,T,66,107@1;107,T,107,90@1:348,417
417:107,T,107,90@1;90,D,90,90@1:389,416
416:90,D,90,90@1;90,D,90,90@1:402,415
415:90,D,90,90@1;90,S,89,86@1:405,414
414:90,S,89,86@1;86,T,'62',86@1:62_cluster_SspCNQ329.cluster001|288edd|1660-1740|8358|62_cluster_SspCNQ329.cluster001-3213-Item6-A_no_call-Item7-PCP_Fill_0,413
413:86,T,'62',86@1;86,S,'63',84@1:63_cluster_SspCNQ525.cluster001|47a90b|1654-1731|8453|63_cluster_SspCNQ525.cluster001-3269-Item6-A_no_call-Item7-PCP_Fill_0,412
412:86,S,'63',84@1;84,S,'65',82@1:65_cluster_SspCNT371.cluster001|e00a01|1654-1734|8754|65_cluster_SspCNT371.cluster001-3381-Item6-A_no_call-Item7-PCP_Fill_0,411
411:84,S,'65',82@1;82,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|1efe89|1654-1734|8657|64_cluster_SspCNQ865.cluster001-3325-Item6-A_no_call-Item7-PCP_Fill_0,66_cluster_SspCNY243.cluster001|26108b|1600-1680|8913|66_cluster_SspCNY243.cluster001-3435-Item6-A_no_call-Item7-PCP_Fill_0
405:90,S,89,86@1;89,S,'33','58'@1:33_cluster_SspCNQ509|c57782|1516-1595|4366|33_cluster_SspCNQ509-1691-Item6-A_nrp-Item7-PCP_Fill_0,58_cluster_WAC06738cluster004|1bd006|1524-1601|7830|58_cluster_WAC06738cluster004-3020-Item4-A_nrp-Item5-PCP_Fill_0
402:90,D,90,90@1;90,S,89,86@1:392,401
401:90,S,89,86@1;86,S,'63',84@0.22:62_cluster_SspCNQ329.cluster001|288edd|605-685|8352|62_cluster_SspCNQ329.cluster001-3213-Item3-A_no_call-Item4-PCP_Fill_0,400
400:86,S,'63',84@0.22;84,S,82,'65'@0.17:66_cluster_SspCNY243.cluster001|26108b|551-631|8907|66_cluster_SspCNY243.cluster001-3435-Item3-A_no_call-Item4-PCP_Fill_0,399
399:84,S,82,'65'@0.17;'65',T,'64','65'@0.17:64_cluster_SspCNQ865.cluster001|1efe89|605-685|8651|64_cluster_SspCNQ865.cluster001-3325-Item3-A_no_call-Item4-PCP_Fill_0,398
398:'65',T,'64','65'@0.17;'65',T,'63','65'@0.67:63_cluster_SspCNQ525.cluster001|47a90b|605-685|8447|63_cluster_SspCNQ525.cluster001-3269-Item3-A_no_call-Item4-PCP_Fill_0,65_cluster_SspCNT371.cluster001|e00a01|605-685|8748|65_cluster_SspCNT371.cluster001-3381-Item3-A_no_call-Item4-PCP_Fill_0
66_cluster_SspCNY243.cluster001|26108b|551-631|8907|66_cluster_SspCNY243.cluster001-3435-Item3-A_no_call-Item4-PCP_Fill_0:84,S,82,'65'@0.17;82,SL,'64','66'@0.39
62_cluster_SspCNQ329.cluster001|288edd|605-685|8352|62_cluster_SspCNQ329.cluster001-3213-Item3-A_no_call-Item4-PCP_Fill_0:86,S,'63',84@0.22;'63',TL,'63','62'@0.22
392:90,S,89,86@1;89,S,'33','58'@1:33_cluster_SspCNQ509|c57782|461-541|4360|33_cluster_SspCNQ509-1691-Item3-A_tyr-Item4-PCP_Fill_0,58_cluster_WAC06738cluster004|1bd006|469-549|7824|58_cluster_WAC06738cluster004-3020-Item1-A_tyr-Item2-PCP_Fill_0
389:90,D,90,90@1;90,D,90,90@1:361,388
388:90,D,90,90@1;90,S,86,89@1:380,387
387:90,S,86,89@1;89,S,'33','58'@0.5:33_cluster_SspCNQ509|436ed9|2420-2500|4415|33_cluster_SspCNQ509-1694-Item29-A_nrp-Item30-PCP_Fill_0,386
386:89,S,'33','58'@0.5;'58',D,'58','58'@0.5:58_cluster_WAC06738cluster004|d9a549|2414-2491|7876|58_cluster_WAC06738cluster004-3023-Item26-A_nrp-Item27-PCP_Fill_0,385
385:'58',D,'58','58'@0.5;'58',T,'33','58'@0.5:33_cluster_SspCNQ509|68d264|886-963|4394|33_cluster_SspCNQ509-1693-Item19-A_nrp-Item20-PCP_Fill_0,58_cluster_WAC06738cluster004|bcc467|880-957|7855|58_cluster_WAC06738cluster004-3022-Item16-A_nrp-Item17-PCP_Fill_0
380:90,S,86,89@1;86,D,86,86@0.5:370,379
379:86,D,86,86@0.5;86,T,'62',86@0.5:62_cluster_SspCNQ329.cluster001|d9cd3f|880-960|8384|62_cluster_SspCNQ329.cluster001-3215-Item18-A_no_call-Item19-PCP_Fill_0,378
378:86,T,'62',86@0.5;86,T,'62',86@0.5:62_cluster_SspCNQ329.cluster001|f73c1e|2421-2501|8311|62_cluster_SspCNQ329.cluster001-3216-Item27-A_no_call-Item28-PCP_Fill_0,377
377:86,T,'62',86@0.5;86,S,'63',84@1:63_cluster_SspCNQ525.cluster001|a73d35|884-961|8481|63_cluster_SspCNQ525.cluster001-3271-Item19-A_no_call-Item20-PCP_Fill_0,376
376:86,S,'63',84@1;84,SL,'65',82@1;82,S,'66','64'@1:66_cluster_SspCNY243.cluster001|3b57c3|880-958|8941|66_cluster_SspCNY243.cluster001-3437-Item19-A_no_call-Item20-PCP_Fill_0,64_cluster_SspCNQ865.cluster001|1b0239|884-961|8685|64_cluster_SspCNQ865.cluster001-3327-Item19-A_no_call-Item20-PCP_Fill_0
370:86,D,86,86@0.5;86,S,'63',84@1:63_cluster_SspCNQ525.cluster001|4ed3e5|2418-2495|8502|63_cluster_SspCNQ525.cluster001-3272-Item29-A_no_call-Item30-PCP_Fill_0,369
369:86,S,'63',84@1;84,S,'65',82@1:365,368
368:84,S,'65',82@1;82,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|2417-2494|8611|64_cluster_SspCNQ865.cluster001-3328-Item29-A_no_call-Item30-PCP_Fill_0,66_cluster_SspCNY243.cluster001|731b10|2426-2503|8962|66_cluster_SspCNY243.cluster001-3438-Item29-A_no_call-Item30-PCP_Fill_0
365:84,S,'65',82@1;'65',D,'65','65'@1:65_cluster_SspCNT371.cluster001|830555|884-961|8782|65_cluster_SspCNT371.cluster001-3383-Item19-A_no_call-Item20-PCP_Fill_0,65_cluster_SspCNT371.cluster001|f326c5|2418-2495|8803|65_cluster_SspCNT371.cluster001-3384-Item29-A_no_call-Item30-PCP_Fill_0
361:90,D,90,90@1;90,S,86,89@1:355,360
360:90,S,86,89@1;89,T,'62',89@1:62_cluster_SspCNQ329.cluster001|7c2c30|878-958|8332|62_cluster_SspCNQ329.cluster001-3217-Item37-A_no_call-Item38-PCP_Fill_0,359
359:89,T,'62',89@1;89,S,'33','58'@1:33_cluster_SspCNQ509|511064|877-957|4436|33_cluster_SspCNQ509-1695-Item39-A_nrp-Item40-PCP_Fill_0,58_cluster_WAC06738cluster004|67b8a2|877-957|7810|58_cluster_WAC06738cluster004-3024-Item36-A_nrp-Item37-PCP_Fill_0
355:90,S,86,89@1;86,S,84,'63'@0.33:65_cluster_SspCNT371.cluster001|25c062|878-958|8823|65_cluster_SspCNT371.cluster001-3385-Item39-A_no_call-Item40-PCP_Fill_0,354
354:86,S,84,'63'@0.33;'63',T,'63',82@0.33:63_cluster_SspCNQ525.cluster001|286c95|878-958|8522|63_cluster_SspCNQ525.cluster001-3273-Item39-A_no_call-Item40-PCP_Fill_0,353
353:'63',T,'63',82@0.33;82,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|c6a231|878-958|8631|64_cluster_SspCNQ865.cluster001-3329-Item39-A_no_call-Item40-PCP_Fill_0,66_cluster_SspCNY243.cluster001|fe4486|878-958|8982|66_cluster_SspCNY243.cluster001-3439-Item39-A_no_call-Item40-PCP_Fill_0
65_cluster_SspCNT371.cluster001|25c062|878-958|8823|65_cluster_SspCNT371.cluster001-3385-Item39-A_no_call-Item40-PCP_Fill_0:86,S,84,'63'@0.33;84,SL,82,'65'@0.67
348:107,T,107,90@1;107,T,'70',107@1:286,347
347:107,T,'70',107@1;107,D,107,107@1:339,346
346:107,D,107,107@1;107,D,107,107@1:342,345
345:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|662-744|1587|12_cluster_ArifDSM43936-1-659-Item1-A_ser-Item2-PCP_Fill_0,56_cluster_WAC06369|3856d8|638-720|7520|56_cluster_WAC06369-2950-Item5-A_ser-Item6-PCP_Fill_0
342:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|5561-5641|1615|12_cluster_ArifDSM43936-1-659-Item15-A_tyr-Item16-PCP_Fill_0,56_cluster_WAC06369|3856d8|5537-5617|7548|56_cluster_WAC06369-2950-Item19-A_tyr-Item20-PCP_Fill_0
339:107,D,107,107@1;107,D,107,107@1:56_cluster_WAC06369|e01984|918-998|7561|56_cluster_WAC06369-2951-Item25-A_nrp-Item26-PCP_Fill_0,338
338:107,D,107,107@1;107,D,107,107@1:310,337
337:107,D,107,107@1;107,D,107,107@1:331,336
336:107,D,107,107@1;107,D,107,107@1:56_cluster_WAC06369|6e6f2f|3981-4058|7615|56_cluster_WAC06369-2953-Item51-A_ser-Item52-PCP_Fill_0,335
335:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|1553-1585|1593|12_cluster_ArifDSM43936-1-659-Item4-A_nrp-Item5-PCP_Fill_0,56_cluster_WAC06369|3856d8|1529-1561|7526|56_cluster_WAC06369-2950-Item8-A_nrp-Item9-PCP_Fill_0
56_cluster_WAC06369|6e6f2f|3981-4058|7615|56_cluster_WAC06369-2953-Item51-A_ser-Item52-PCP_Fill_0:107,D,107,107@1;107,SL,'12','56'@1
331:107,D,107,107@1;107,D,107,107@1:315,330
330:107,D,107,107@1;107,D,107,107@1:318,329
329:107,D,107,107@1;107,D,107,107@1:321,328
328:107,D,107,107@1;107,D,107,107@1:324,327
327:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|4154-4233|1662|12_cluster_ArifDSM43936-1-661-Item12-A_nrp-Item13-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|9203-9282|7645|56_cluster_WAC06369-2953-Item66-A_nrp-Item67-PCP_Fill_0
324:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|3113-3192|1656|12_cluster_ArifDSM43936-1-661-Item9-A_nrp-Item10-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|8162-8241|7639|56_cluster_WAC06369-2953-Item63-A_nrp-Item64-PCP_Fill_0
321:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|2697-2777|1553|12_cluster_ArifDSM43936-1-657-Item7-A_nrp-Item8-PCP_Fill_0,56_cluster_WAC06369|394215|2967-3047|7586|56_cluster_WAC06369-2952-Item37-A_nrp-Item38-PCP_Fill_0
318:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|592-669|1541|12_cluster_ArifDSM43936-1-657-Item1-A_nrp-Item2-PCP_Fill_0,56_cluster_WAC06369|394215|862-939|7574|56_cluster_WAC06369-2952-Item31-A_nrp-Item32-PCP_Fill_0
315:107,D,107,107@1;107,D,107,107@1:56_cluster_WAC06369|6e6f2f|5013-5090|7621|56_cluster_WAC06369-2953-Item54-A_nrp-Item55-PCP_Fill_0,314
314:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|2076-2153|1650|12_cluster_ArifDSM43936-1-661-Item6-A_nrp-Item7-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|7125-7202|7633|56_cluster_WAC06369-2953-Item60-A_nrp-Item61-PCP_Fill_0
56_cluster_WAC06369|6e6f2f|5013-5090|7621|56_cluster_WAC06369-2953-Item54-A_nrp-Item55-PCP_Fill_0:107,D,107,107@1;107,SL,'12','56'@1
310:107,D,107,107@1;107,D,107,107@1:290,309
309:107,D,107,107@1;107,D,107,107@1:305,308
308:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|1900-1977|1570|12_cluster_ArifDSM43936-1-658-Item15-A_nrp-Item16-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|1900-1977|7603|56_cluster_WAC06369-2953-Item45-A_nrp-Item46-PCP_Fill_0
305:107,D,107,107@1;107,D,107,107@1:293,304
304:107,D,107,107@1;107,D,107,107@1:300,303
303:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|863-940|1564|12_cluster_ArifDSM43936-1-658-Item12-A_nrp-Item13-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|863-940|7597|56_cluster_WAC06369-2953-Item42-A_nrp-Item43-PCP_Fill_0
300:107,D,107,107@1;107,D,107,107@1:296,299
299:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|4033-4110|1607|12_cluster_ArifDSM43936-1-659-Item11-A_nrp-Item12-PCP_Fill_0,56_cluster_WAC06369|3856d8|4009-4086|7540|56_cluster_WAC06369-2950-Item15-A_nrp-Item16-PCP_Fill_0
296:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|2543-2620|1599|12_cluster_ArifDSM43936-1-659-Item7-A_nrp-Item8-PCP_Fill_0,56_cluster_WAC06369|3856d8|2519-2596|7532|56_cluster_WAC06369-2950-Item11-A_nrp-Item12-PCP_Fill_0
293:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|2933-3010|1576|12_cluster_ArifDSM43936-1-658-Item18-A_nrp-Item19-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|2933-3010|7609|56_cluster_WAC06369-2953-Item48-A_nrp-Item49-PCP_Fill_0
290:107,D,107,107@1;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|1039-1115|1644|12_cluster_ArifDSM43936-1-661-Item3-A_nrp-Item4-PCP_Fill_0,56_cluster_WAC06369|6e6f2f|6088-6164|7627|56_cluster_WAC06369-2953-Item57-A_nrp-Item58-PCP_Fill_0
56_cluster_WAC06369|e01984|918-998|7561|56_cluster_WAC06369-2951-Item25-A_nrp-Item26-PCP_Fill_0:107,D,107,107@1;107,SL,'12','56'@1
286:107,T,'70',107@1;'70',D,'70','70'@1:282,285
285:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|8190-8275|9728|70_cluster_TLI55.cluster001-3659-Item33-A_no_call-Item34-PCP_Fill_0,70_cluster_TLI55.cluster001|412004|7141-7218|9722|70_cluster_TLI55.cluster001-3659-Item30-A_no_call-Item31-PCP_Fill_0
282:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|1937-2009|9692|70_cluster_TLI55.cluster001-3659-Item15-A_no_call-Item16-PCP_Fill_0,281
281:'70',D,'70','70'@1;'70',D,'70','70'@1:273,280
280:'70',D,'70','70'@1;'70',D,'70','70'@1:276,279
279:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|1dcea7|896-969|9665|70_cluster_TLI55.cluster001-3658-Item2-A_no_call-Item3-PCP_Fill_0,70_cluster_TLI55.cluster001|1dcea7|2546-2619|9673|70_cluster_TLI55.cluster001-3658-Item6-A_no_call-Item7-PCP_Fill_0
276:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|2975-3048|9698|70_cluster_TLI55.cluster001-3659-Item18-A_no_call-Item19-PCP_Fill_0,70_cluster_TLI55.cluster001|412004|6100-6172|9716|70_cluster_TLI55.cluster001-3659-Item27-A_no_call-Item28-PCP_Fill_0
273:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|5060-5132|9710|70_cluster_TLI55.cluster001-3659-Item24-A_no_call-Item25-PCP_Fill_0,272
272:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|894-966|9686|70_cluster_TLI55.cluster001-3659-Item12-A_tyr-Item13-PCP_Fill_0,70_cluster_TLI55.cluster001|412004|4023-4095|9704|70_cluster_TLI55.cluster001-3659-Item21-A_tyr-Item22-PCP_Fill_0
267:107,T,66,107@1;66,S,'35','50'@1:35_cluster_SspNRRLS1521-3|4d8679|884-969|4646|35_cluster_SspNRRLS1521-1-1760-Item12-A_tyr-Item13-PCP_Fill_0,266
266:66,S,'35','50'@1;'50',T,69,'50'@1:262,265
265:'50',T,69,'50'@1;'50',T,'50','13'@1:50_cluster_WAC01529|b2e10b|884-979|6712|50_cluster_WAC01529-2568-Item33-A_nrp-Item34-PCP_Fill_0,13_cluster_AspOK074cluster1|2f3ccd|886-975|1747|13_cluster_AspOK074cluster1-691-Item32-A_nrp-Item33-PCP_Fill_0
262:'50',T,69,'50'@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|26e45e|888-971|4144|31_cluster_SluteocolorNRBC13826-1611-Item37-A_nrp-Item38-PCP_Fill_0,32_cluster_Ssilaceus-3|0da9d1|888-971|4271|32_cluster_Ssilaceus-1-1656-Item6-A_nrp-Item7-PCP_Fill_0
258:112,S,'X1',110@1;'X1',T,'X1',70@1:71_cluster_Kistamicin|492fcd|1047-1127|9842|71_cluster_Kistamicin-3710-Item3-A_no_call-Item4-PCP_Fill_0,257
257:'X1',T,'X1',70@1;70,S,69,66@1:253,256
256:70,S,69,66@1;66,S,'50','35'@1:50_cluster_WAC01529|abd45d|919-1002|6651|50_cluster_WAC01529-2565-Item4-A_hpg-Item5-PCP_Fill_0,35_cluster_SspNRRLS1521-1|1f6808|900-984|4597|35_cluster_SspNRRLS1521-1-1756-Item4-A_hpg-Item5-PCP_Fill_0
253:70,S,69,66@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|850-931|4075|31_cluster_SluteocolorNRBC13826-1608-Item5-A_nrp-Item6-PCP_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|850-931|4190|32_cluster_Ssilaceus-1-1651-Item5-A_nrp-Item6-PCP_Fill_0
71_cluster_Kistamicin|492fcd|1047-1127|9842|71_cluster_Kistamicin-3710-Item3-A_no_call-Item4-PCP_Fill_0:'X1',T,'X1',70@1;'X1',TL,'X1','71'@1
249:112,D,112,112@1;112,S,'X1',110@1:71_cluster_Kistamicin|8e9844|3406-3486|9808|71_cluster_Kistamicin-3712-Item19-A_tyr-Item20-PCP_Fill_0,248
248:112,S,'X1',110@1;110,D,110,110@1:244,247
247:110,D,110,110@1;110,S,109,48@1:67_cluster_STLI053.cluster001|af6ce2|816-919|9174|67_cluster_STLI053.cluster001-3476-Item2-A_thr-Item3-PCP_Fill_0,69_cluster_MchersinaDSM44151|564748|774-861|9562|69_cluster_MchersinaDSM44151-3600-Item55-A_thr-Item56-PCP_Fill_0
69_cluster_MchersinaDSM44151|564748|774-861|9562|69_cluster_MchersinaDSM44151-3600-Item55-A_thr-Item56-PCP_Fill_0:110,S,109,48@1;48,SL,40,47@1;47,SL,45,'69'@1
