1064:112,D,112,112@1:318,1063
1063:112,D,112,112@1;112,D,112,112@0.58:377,1062
502:41,S,37,40@1;40,S,'33','58'@1:33_cluster_SspCNQ509|646e66|490-889|4384|33_cluster_SspCNQ509-1692-Item15-A_trp_0,58_cluster_WAC06738cluster004|9587f7|476-875|7845|58_cluster_WAC06738cluster004-3021-Item12-A_trp_0
499:41,S,37,40@1;37,S,35,'63'@0.5:495,498
498:37,S,35,'63'@0.5;'63',T,'63','65'@0.5:63_cluster_SspCNQ525.cluster001|a42d5d|490-889|8471|63_cluster_SspCNQ525.cluster001-3270-Item15-A_nme-fhorn_0,65_cluster_SspCNT371.cluster001|19b0b6|490-889|8772|65_cluster_SspCNT371.cluster001-3382-Item15-A_d-trp_0
495:37,S,35,'63'@0.5;35,SL,'65',33@0.5;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|e38985|490-889|8675|64_cluster_SspCNQ865.cluster001-3326-Item15-A_nme-fhorn_0,66_cluster_SspCNY243.cluster001|ca1de8|504-903|8931|66_cluster_SspCNY243.cluster001-3436-Item15-A_d-trp_0
491:30,S,28,'42'@0.37;28,SL,24,27@0.37;27,T,27,2@1:485,490
490:27,T,27,2@1;2,S,'54','43'@1:54_cluster_WAC05379-1|edff73|1074-1466|7239|54_cluster_WAC05379-1-2847-Item4-A_trp_0,489
489:2,S,'54','43'@1;'43',T,'43','61'@1:43_cluster_WAC01325|536b71|1069-1461|5608|43_cluster_WAC01325-2078-Item4-A_trp_0,61_cluster_FNTE|5a217a|1067-1459|8233|61_cluster_FNTE-3135-Item4-A_trp_0
485:27,T,27,2@1;27,S,'57','59'@1:57_cluster_WAC06725|09ed46|2071-2481|7687|57_cluster_WAC06725-2976-Item6-A_d-trp_0,59_cluster_WAC06783|64e4a6|2055-2465|7934|59_cluster_WAC06783-3057-Item6-A_trp_0
482:97,T,97,30@0.12;97,S,96,93@1:440,481
481:97,S,96,93@1;93,S,'11',91@1:11_cluster_AregGY080|2cb649|37-430|1446|11_cluster_AregGY080-617-Item29-A_tyr_0,480
480:93,S,'11',91@1;91,T,100,91@0.5:448,479
479:91,T,100,91@0.5;91,S,90,85@1:469,478
478:91,S,90,85@1;85,SL,81,84@1;84,S,'04','03'@1:04_cluster_AazureaDSM43854|c18f09|33-426|450|04_cluster_AazureaDSM43854-179-Item28-A_tyr_0,477
477:84,S,'04','03'@1;'03',T,'03',70@0.5:03_cluster_AalbaDSM44262|7607f9|33-426|338|03_cluster_AalbaDSM44262-110-Item29-A_tyr_0,476
476:'03',T,'03',70@0.5;70,T,'09',70@0.5:09_cluster_AOHO0100074|57e1c8|33-426|1174|09_cluster_AOHO0100074-477-Item28-A_no_call_0,475
475:70,T,'09',70@0.5;70,S,'40','51'@1:40_cluster_Vancomycin|ab753b|33-426|5189|40_cluster_Vancomycin-1970-Item28-A_no_call_0,51_cluster_WAC4169cluster051|c5c3a2|33-426|6809|51_cluster_WAC4169cluster051-2624-Item5-A_tyr_0
469:91,S,90,85@1;90,T,90,79@1:453,468
468:90,T,90,79@1;79,S,78,73@1:458,467
467:79,S,78,73@1;73,S,72,67@1:07_cluster_AkerFH1893nogabecin|18a5b1|33-426|937|07_cluster_AkerFH1893nogabecin-355-Item29-A_tyr_0,466
466:73,S,72,67@1;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|7ee856|33-426|732|06_cluster_Ajap-Ristocetin-305-Item29-A_no_call_0,465
465:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|e8faea|33-426|7149|53_cluster_WAC4197cluster073-2806-Item28-A_tyr_0,464
464:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|940109|33-426|3332|25_cluster_JPLW01000007-1300-Item29-A_no_call_0,27_cluster_KF882511-Ristocetin|940109|33-426|3636|27_cluster_KF882511-Ristocetin-1434-Item29-A_no_call_0
07_cluster_AkerFH1893nogabecin|18a5b1|33-426|937|07_cluster_AkerFH1893nogabecin-355-Item29-A_tyr_0:73,S,72,67@1;72,SL,70,'07'@1
458:79,S,78,73@1;78,S,76,'55'@0.5:52_cluster_WAC4182cluster089|e3fee6|33-426|7013|52_cluster_WAC4182cluster089-2723-Item5-A_tyr_0,457
457:78,S,76,'55'@0.5;'55',T,'08','55'@0.5:08_cluster_AlurRistocetin|65b375|33-426|1036|08_cluster_AlurRistocetin-412-Item5-A_no_call_0,55_cluster_WAC05977|c4b3f2|33-426|7471|55_cluster_WAC05977-2921-Item28-A_tyr_0
52_cluster_WAC4182cluster089|e3fee6|33-426|7013|52_cluster_WAC4182cluster089-2723-Item5-A_tyr_0:78,S,76,'55'@0.5;76,SL,'08','52'@0.5
453:90,T,90,79@1;90,S,'45',88@1:45_cluster_WAC1376cluster143|1bbe84|33-426|5888|45_cluster_WAC1376cluster143-2244-Item5-A_tyr_0,452
452:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|b562cb|33-426|5711|44_cluster_WAC1375-2145-Item28-A_no_call_0,46_cluster_WAC1416cluster068|b562cb|33-426|6131|46_cluster_WAC1416cluster068-2322-Item27-A_tyr_0
448:91,T,100,91@0.5;100,T,'29',100@0.25:444,447
447:100,T,'29',100@0.25;100,S,'18','26'@1:18_cluster_Chloroeremomycin-2|c050b8|35-428|2466|18_cluster_Chloroeremomycin-1-978-Item1-A_no_call_0,26_cluster_KaridNRRLB16535chlor|c050b8|35-428|3417|26_cluster_KaridNRRLB16535chlor-1371-Item28-A_tyr_0
444:100,T,'29',100@0.25;'29',T,'29','47'@0.5:29_cluster_pekiskomycin|3476da|35-427|3859|29_cluster_pekiskomycin-1543-Item28-A_no_call_0,47_cluster_WAC1420|96e4b7|35-428|6201|47_cluster_WAC1420-2432-Item28-A_no_call_0
440:97,S,96,93@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|817ced|35-429|664|05_cluster_AbalhimycinaFH1894-246-Item28-A_tyr_0,14_cluster_Balhimycin|5f6fbb|35-429|1831|14_cluster_Balhimycin-724-Item28-A_bht|tyr_0
437:109,S,108,101@0.58;108,SL,106,'69'@0.58;'69',T,'49','69'@0.58:49_cluster_WAC1438rc4d|f4aa9d|4785-5182|6569|49_cluster_WAC1438rc4d-2522-Item65-A_phe_0,436
436:'69',T,'49','69'@0.58;'69',T,'67','69'@0.58:432,435
435:'69',T,'67','69'@0.58;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|60540f|1600-2001|9471|69_cluster_MchersinaDSM44151-3596-Item13-A_nrp_0,69_cluster_MchersinaDSM44151|89c115|496-896|9506|69_cluster_MchersinaDSM44151-3597-Item30-A_nrp_0
432:'69',T,'67','69'@0.58;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|2690-3093|9089|67_cluster_STLI053.cluster001-3497-Item20-A_no_call_0,67_cluster_STLI053.cluster001|e171e6|498-901|9118|67_cluster_STLI053.cluster001-3498-Item34-A_no_call_0
428:110,D,110,110@0.58;110,SL,109,60@0.58;60,SL,46,59@0.97;59,SL,55,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|5154-5560|1614|12_cluster_ArifDSM43936-1-659-Item15-A_tyr_0,56_cluster_WAC06369|3856d8|5130-5536|7547|56_cluster_WAC06369-2950-Item19-A_tyr_0
425:110,D,110,110@0.58;110,SL,109,60@0.58;60,S,59,46@1:389,424
424:60,S,59,46@1;46,S,'67',44@1:70_cluster_TLI55.cluster001|412004|8869-9150|9733|70_cluster_TLI55.cluster001-3659-Item36-A_no_call_0,423
423:46,S,'67',44@1;44,S,30,43@1:419,422
422:44,S,30,43@1;43,TL,43,4@1;4,S,'61',2@1:61_cluster_FNTE|ff42bb|1534-1875|8219|61_cluster_FNTE-3138-Item31-A_no_call_0,43_cluster_WAC01325|b58f24|1534-1887|5594|43_cluster_WAC01325-2081-Item31-A_nrp_0
43_cluster_WAC01325|b58f24|1534-1887|5594|43_cluster_WAC01325-2081-Item31-A_nrp_0:4,S,'61',2@1;2,SL,'54','43'@1
419:44,S,30,43@1;30,S,'42',28@1:42_cluster_WAC00631|01badb|1544-1953|5495|42_cluster_WAC00631-2043-Item34-A_nrp_0,418
418:30,S,'42',28@1;28,T,43,28@1:404,417
417:28,T,43,28@1;28,S,27,24@1:407,416
416:28,S,27,24@1;24,SL,'47',22@0.75;22,SL,14,21@0.75;21,SL,20,17@0.5;17,S,'35','50'@0.5:35_cluster_SspNRRLS1521-3|4d8679|3094-3472|4659|35_cluster_SspNRRLS1521-1-1760-Item19-A_nrp_0,415
415:17,S,'35','50'@0.5;'50',T,'50',20@0.25:50_cluster_WAC01529|b2e10b|3113-3487|6725|50_cluster_WAC01529-2568-Item40-A_nrp_0,414
414:'50',T,'50',20@0.25;20,T,'13',20@0.75:13_cluster_AspOK074cluster1|2f3ccd|3093-3460|1760|13_cluster_AspOK074cluster1-691-Item39-A_nrp_0,413
413:20,T,'13',20@0.75;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|26e45e|3089-3457|4157|31_cluster_SluteocolorNRBC13826-1611-Item44-A_nrp_0,32_cluster_Ssilaceus-3|0da9d1|3089-3457|4284|32_cluster_Ssilaceus-1-1656-Item13-A_nrp_0
407:28,S,27,24@1;27,S,'57','59'@1:57_cluster_WAC06725|689653|1546-1908|7747|57_cluster_WAC06725-2979-Item34-A_no_call_0,59_cluster_WAC06783|725a6d|1546-1910|7995|59_cluster_WAC06783-3060-Item34-A_nrp_0
404:28,T,43,28@1;43,S,'62',41@1:64_cluster_SspCNQ865.cluster001|c6a231|1536-1904|8636|64_cluster_SspCNQ865.cluster001-3329-Item42-A_no_call_0,403
403:43,S,'62',41@1;41,S,37,40@1:395,402
402:41,S,37,40@1;40,T,35,40@1:66_cluster_SspCNY243.cluster001|fe4486|1536-1904|8987|66_cluster_SspCNY243.cluster001-3439-Item42-A_no_call_0,401
401:40,T,35,40@1;40,T,'62',40@1:62_cluster_SspCNQ329.cluster001|7c2c30|1536-1915|8337|62_cluster_SspCNQ329.cluster001-3217-Item40-A_no_call_0,400
400:40,T,'62',40@1;40,S,'33','58'@1:33_cluster_SspCNQ509|511064|1535-1906|4441|33_cluster_SspCNQ509-1695-Item42-A_nrp_0,58_cluster_WAC06738cluster004|67b8a2|1535-1906|7815|58_cluster_WAC06738cluster004-3024-Item39-A_nrp_0
66_cluster_SspCNY243.cluster001|fe4486|1536-1904|8987|66_cluster_SspCNY243.cluster001-3439-Item42-A_no_call_0:40,T,35,40@1;35,SL,'65',33@1;33,SL,'64','66'@1
395:41,S,37,40@1;37,S,'63',35@1:63_cluster_SspCNQ525.cluster001|286c95|1536-1904|8527|63_cluster_SspCNQ525.cluster001-3273-Item42-A_no_call_0,65_cluster_SspCNT371.cluster001|25c062|1536-1904|8828|65_cluster_SspCNT371.cluster001-3385-Item42-A_no_call_0
65_cluster_SspCNT371.cluster001|25c062|1536-1904|8828|65_cluster_SspCNT371.cluster001-3385-Item42-A_no_call_0:37,S,'63',35@1;35,SL,33,'65'@1
64_cluster_SspCNQ865.cluster001|c6a231|1536-1904|8636|64_cluster_SspCNQ865.cluster001-3329-Item42-A_no_call_0:43,S,'62',41@1;'62',TL,'62','64'@1
70_cluster_TLI55.cluster001|412004|8869-9150|9733|70_cluster_TLI55.cluster001-3659-Item36-A_no_call_0:46,S,'67',44@1;'67',TL,'67','70'@1
389:60,S,59,46@1;59,SL,55,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|1318-1552|1592|12_cluster_ArifDSM43936-1-659-Item4-A_nrp_0,56_cluster_WAC06369|3856d8|1294-1528|7525|56_cluster_WAC06369-2950-Item8-A_nrp_0
386:'X1',T,'X1',110@0.29;'X1',T,'54','X1'@0.26:54_cluster_WAC05379-3|c68161|1535-1947|7299|54_cluster_WAC05379-1-2852-Item20-A_no_call_0,385
385:'X1',T,'54','X1'@0.26;'X1',TL,'X1','05'@0.026;'05',T,'42','05'@0.2:42_cluster_WAC00631|b18348|45-390|5423|42_cluster_WAC00631-2053-Item37-A_nrp_0,384
384:'05',T,'42','05'@0.2;'05',T,'05',20@0.5:05_cluster_AbalhimycinaFH1894|c90c17|29-428|669|05_cluster_AbalhimycinaFH1894-276-Item35-A_nrp_0,383
383:'05',T,'05',20@0.5;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ac1d57|22-429|4136|31_cluster_SluteocolorNRBC13826-1595-Item1-A_nrp_0,32_cluster_Ssilaceus-1|520344|22-429|4217|32_cluster_Ssilaceus-1-1637-Item1-A_nrp_0
377:112,D,112,112@0.58;112,S,'X1',110@0.58:02_cluster_A47934|f1a9cd|501-897|190|02_cluster_A47934-66-Item29-A_dpg_0,376
376:112,S,'X1',110@0.58;110,SL,60,109@0.0031;109,SL,108,101@0.0025;101,S,100,97@0.033:48_cluster_WAC1424cluster109|1e552c|466-863|6314|48_cluster_WAC1424cluster109-2482-Item7-A_dhpg_0,375
375:101,S,100,97@0.033;97,T,104,97@0.033:325,374
374:97,T,104,97@0.033;97,T,97,53@0.35:370,373
373:97,T,97,53@0.35;53,S,51,'28'@1:01_cluster_A40926|6a1658|493-894|86|01_cluster_A40926-24-Item28-A_dpg_0,28_cluster_NcoxDSM45129|80f814|493-895|3687|28_cluster_NcoxDSM45129-1496-Item28-A_dhpg_0
01_cluster_A40926|6a1658|493-894|86|01_cluster_A40926-24-Item28-A_dpg_0:53,S,51,'28'@1;51,SL,'48',49@1;49,SL,'71','01'@1
370:97,T,97,53@0.35;97,T,'47',97@0.73:328,369
369:97,T,'47',97@0.73;97,S,93,96@0.86:351,368
368:97,S,93,96@0.86;96,T,100,96@0.86:354,367
367:96,T,100,96@0.86;96,T,96,85@0.86:357,366
366:96,T,96,85@0.86;85,S,81,84@0.98:362,365
365:85,S,81,84@0.98;84,T,84,'11'@0.33:03_cluster_AalbaDSM44262|3f5634|490-884|314|03_cluster_AalbaDSM44262-97-Item25-A_dhpg_0,11_cluster_AregGY080|643e69|492-886|1485|11_cluster_AregGY080-603-Item25-A_dhpg_0
03_cluster_AalbaDSM44262|3f5634|490-884|314|03_cluster_AalbaDSM44262-97-Item25-A_dhpg_0:84,T,84,'11'@0.33;84,SL,'04','03'@0.33
362:85,S,81,84@0.98;81,S,'09',79@1:09_cluster_AOHO0100074|586f66|500-894|1153|09_cluster_AOHO0100074-463-Item24-A_dpg_0,361
361:81,S,'09',79@1;79,SL,78,73@1;73,SL,67,72@1;72,SL,'07',70@1;70,S,'40','51'@1:40_cluster_Vancomycin|0a9770|500-894|5241|40_cluster_Vancomycin-1957-Item24-A_dpg_0,51_cluster_WAC4169cluster051|0dd5c9|500-894|6852|51_cluster_WAC4169cluster051-2637-Item9-A_dhpg_0
357:96,T,96,85@0.86;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|d4f558|492-887|652|05_cluster_AbalhimycinaFH1894-232-Item24-A_dhpg_0,14_cluster_Balhimycin|638910|492-887|1865|14_cluster_Balhimycin-710-Item24-A_dpg_0
354:96,T,100,96@0.86;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|1dfbcd|501-898|2422|18_cluster_Chloroeremomycin-1-962-Item24-A_dpg_0,26_cluster_KaridNRRLB16535chlor|661409|492-889|3482|26_cluster_KaridNRRLB16535chlor-1356-Item24-A_dhpg_0
351:97,S,93,96@0.86;93,SL,'11',91@0.86;91,S,85,90@0.24:04_cluster_AazureaDSM43854|7a2c10|492-889|438|04_cluster_AazureaDSM43854-160-Item24-A_dhpg_0,350
350:91,S,85,90@0.24;90,T,72,90@0.26:07_cluster_AkerFH1893nogabecin|007425|492-889|922|07_cluster_AkerFH1893nogabecin-341-Item25-A_dhpg_0,349
349:90,T,72,90@0.26;90,T,90,76@0.26:335,348
348:90,T,90,76@0.26;76,S,'52','08'@0.7:52_cluster_WAC4182cluster089|e7dbb3|491-888|7022|52_cluster_WAC4182cluster089-2740-Item9-A_dhpg_0,347
347:76,S,'52','08'@0.7;'08',T,'55','08'@0.7:55_cluster_WAC05977|27f9dd|491-888|7453|55_cluster_WAC05977-2905-Item24-A_dhpg_0,346
346:'08',T,'55','08'@0.7;'08',T,'08',65@0.85:08_cluster_AlurRistocetin|0f4616|520-917|1027|08_cluster_AlurRistocetin-428-Item9-A_dpg_0,345
345:'08',T,'08',65@0.85;65,S,63,'53'@1:341,344
344:65,S,63,'53'@1;'53',T,'53','06'@1:53_cluster_WAC4197cluster073|45ffd8|491-888|7202|53_cluster_WAC4197cluster073-2790-Item24-A_dhpg_0,06_cluster_Ajap-Ristocetin|41a04d|491-888|723|06_cluster_Ajap-Ristocetin-288-Item25-A_dpg_0
341:65,S,63,'53'@1;63,S,'25','27'@1:25_cluster_JPLW01000007|e66a00|491-888|3323|25_cluster_JPLW01000007-1284-Item25-A_dpg_0,27_cluster_KF882511-Ristocetin|e66a00|491-888|3627|27_cluster_KF882511-Ristocetin-1417-Item25-A_dpg_0
335:90,T,90,76@0.26;90,S,'45',88@1:45_cluster_WAC1376cluster143|2f68bd|465-862|5876|45_cluster_WAC1376cluster143-2259-Item9-A_dhpg_0,334
334:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|26826b|491-888|5702|44_cluster_WAC1375-2130-Item24-A_dpg_0,46_cluster_WAC1416cluster068|d7004d|465-862|6110|46_cluster_WAC1416cluster068-2307-Item23-A_dhpg_0
07_cluster_AkerFH1893nogabecin|007425|492-889|922|07_cluster_AkerFH1893nogabecin-341-Item25-A_dhpg_0:90,T,72,90@0.26;72,SL,70,'07'@1
04_cluster_AazureaDSM43854|7a2c10|492-889|438|04_cluster_AazureaDSM43854-160-Item24-A_dhpg_0:91,S,85,90@0.24;85,SL,81,84@0.24;84,SL,'03','04'@0.98
328:97,T,'47',97@0.73;'47',T,'29','47'@1:29_cluster_pekiskomycin|3b5b44|501-898|3850|29_cluster_pekiskomycin-1530-Item24-A_dpg_0,47_cluster_WAC1420|f1adce|501-898|6235|47_cluster_WAC1420-2419-Item24-A_dpg_0
325:97,T,104,97@0.033;104,S,'39','60'@0.61:39_cluster_UK68597|13b231|492-894|5139|39_cluster_UK68597-1913-Item26-A_dpg_0,324
324:104,S,'39','60'@0.61;'60',T,'10','60'@0.61:10_cluster_ArectNRRLB16090|35a3e5|492-884|1339|10_cluster_ArectNRRLB16090-521-Item21-A_dhpg_0,60_cluster_AsubtropicusNRRLB24665|46c496|492-893|8098|60_cluster_AsubtropicusNRRLB24665-3101-Item26-A_dhpg_0
48_cluster_WAC1424cluster109|1e552c|466-863|6314|48_cluster_WAC1424cluster109-2482-Item7-A_dhpg_0:101,S,100,97@0.033;100,TL,100,'48'@0.033
02_cluster_A47934|f1a9cd|501-897|190|02_cluster_A47934-66-Item29-A_dpg_0:112,S,'X1',110@0.58;'X1',TL,'X1','02'@1
318:112,D,112,112@1;112,S,'X1',110@1:4,317
317:112,S,'X1',110@1;110,S,109,60@1:63,316
316:110,S,109,60@1;60,S,46,59@0.97:220,315
315:60,S,46,59@0.97;59,D,59,59@0.97:255,314
314:59,D,59,59@0.97;59,S,58,55@0.97:07_cluster_AkerFH1893nogabecin|0ae4e5|35-429|871|07_cluster_AkerFH1893nogabecin-338-Item1-A_hpg_0,313
313:59,S,58,55@0.97;55,T,101,55@0.97:299,312
312:55,T,101,55@0.97;55,S,'68',53@0.78:302,311
311:55,S,'68',53@0.78;53,S,51,'28'@0.97:48_cluster_WAC1424cluster109|3b5f08|25-416|6351|48_cluster_WAC1424cluster109-2485-Item30-A_hpg_0,310
310:53,S,51,'28'@0.97;'28',T,'10','28'@0.97:10_cluster_ArectNRRLB16090|91b351|35-423|1351|10_cluster_ArectNRRLB16090-519-Item1-A_hpg_0,309
309:'28',T,'10','28'@0.97;'28',T,'60','28'@0.97:60_cluster_AsubtropicusNRRLB24665|9b0aff|35-426|8045|60_cluster_AsubtropicusNRRLB24665-3098-Item1-A_hpg_0,308
308:'28',T,'60','28'@0.97;'28',T,'01','28'@0.98:01_cluster_A40926|3799f5|36-427|101|01_cluster_A40926-14-Item13-A_hpg|hpg2cl_0,28_cluster_NcoxDSM45129|12d4f1|31-422|3696|28_cluster_NcoxDSM45129-1493-Item4-A_hpg_0
48_cluster_WAC1424cluster109|3b5f08|25-416|6351|48_cluster_WAC1424cluster109-2485-Item30-A_hpg_0:53,S,51,'28'@0.97;51,SL,49,'48'@0.97
302:55,S,'68',53@0.78;'68',TL,'68','39'@0.19;'39',T,'02','39'@0.42:02_cluster_A47934|96a3b7|34-425|211|02_cluster_A47934-63-Item4-A_hpg_0,39_cluster_UK68597|94efaf|35-426|5085|39_cluster_UK68597-1909-Item1-A_hpg_0
299:55,T,101,55@0.97;101,S,97,100@0.97:277,298
298:101,S,97,100@0.97;100,T,'47',100@0.97:280,297
297:100,T,'47',100@0.97;100,T,97,100@0.98:293,296
296:100,T,97,100@0.98;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|35-425|2374|18_cluster_Chloroeremomycin-1-960-Item1-A_leu_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|35-425|3434|26_cluster_KaridNRRLB16535chlor-1354-Item1-A_nrp_0
293:100,T,97,100@0.98;97,S,96,93@1:283,292
292:97,S,96,93@1;93,S,'11',91@1:11_cluster_AregGY080|d0f836|36-429|1457|11_cluster_AregGY080-601-Item1-A_nrp_0,291
291:93,S,'11',91@1;91,S,90,85@1:287,290
290:91,S,90,85@1;85,S,81,84@1:09_cluster_AOHO0100074|5a50ae|35-427|1203|09_cluster_AOHO0100074-461-Item1-A_leu_0,03_cluster_AalbaDSM44262|b89e0c|33-426|343|03_cluster_AalbaDSM44262-95-Item1-A_nrp_0
03_cluster_AalbaDSM44262|b89e0c|33-426|343|03_cluster_AalbaDSM44262-95-Item1-A_nrp_0:85,S,81,84@1;84,SL,'04','03'@1
09_cluster_AOHO0100074|5a50ae|35-427|1203|09_cluster_AOHO0100074-461-Item1-A_leu_0:85,S,81,84@1;81,SL,79,'09'@1
287:91,S,90,85@1;90,SL,'45',88@0.33;88,TL,88,70@0.33;70,S,'40','51'@1:40_cluster_Vancomycin|b91546|35-428|5194|40_cluster_Vancomycin-1955-Item1-A_d-leu_0,51_cluster_WAC4169cluster051|ba280c|37-430|6814|51_cluster_WAC4169cluster051-2640-Item32-A_nrp_0
283:97,S,96,93@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|35-428|604|05_cluster_AbalhimycinaFH1894-230-Item1-A_leu_0,14_cluster_Balhimycin|c600a7|35-428|1874|14_cluster_Balhimycin-708-Item1-A_leu_0
280:100,T,'47',100@0.97;'47',T,'29','47'@1:29_cluster_pekiskomycin|48a09c|35-447|3802|29_cluster_pekiskomycin-1526-Item1-A_no_call_0,47_cluster_WAC1420|6cb684|35-440|6256|47_cluster_WAC1420-2415-Item1-A_no_call_0
277:101,S,97,100@0.97;97,S,96,93@0.32:04_cluster_AazureaDSM43854|eaed41|32-423|467|04_cluster_AazureaDSM43854-157-Item1-A_hpg_0,276
276:97,S,96,93@0.32;93,SL,'11',91@0.32;91,S,90,85@0.65:262,275
275:91,S,90,85@0.65;85,SL,84,81@0.65;81,SL,'09',79@0.66;79,S,73,78@1:269,274
274:79,S,73,78@1;78,S,'55',76@1:55_cluster_WAC05977|c79709|35-422|7408|55_cluster_WAC05977-2902-Item1-A_hpg_0,273
273:78,S,'55',76@1;76,S,'52','08'@1:52_cluster_WAC4182cluster089|7af037|37-424|7043|52_cluster_WAC4182cluster089-2743-Item33-A_hpg_0,08_cluster_AlurRistocetin|f97b18|35-422|1069|08_cluster_AlurRistocetin-431-Item32-A_hpg_0
269:79,S,73,78@1;73,SL,72,67@1;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|fe5f01|35-425|749|06_cluster_Ajap-Ristocetin-284-Item1-A_hpg_0,268
268:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|c876dd|37-424|7157|53_cluster_WAC4197cluster073-2787-Item1-A_hpg_0,267
267:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|35-422|3272|25_cluster_JPLW01000007-1281-Item1-A_hpg_0,27_cluster_KF882511-Ristocetin|106ba6|35-422|3576|27_cluster_KF882511-Ristocetin-1414-Item1-A_hpg_0
262:91,S,90,85@0.65;90,S,'45',88@1:45_cluster_WAC1376cluster143|ff21dc|17-410|5921|45_cluster_WAC1376cluster143-2263-Item31-A_hpg_0,261
261:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|b413c5|35-428|5725|44_cluster_WAC1375-2127-Item1-A_hpg|hpg2cl_0,46_cluster_WAC1416cluster068|92ab0d|37-430|6065|46_cluster_WAC1416cluster068-2304-Item1-A_hpg_0
04_cluster_AazureaDSM43854|eaed41|32-423|467|04_cluster_AazureaDSM43854-157-Item1-A_hpg_0:97,S,96,93@0.32;96,TL,96,'04'@0.32
07_cluster_AkerFH1893nogabecin|0ae4e5|35-429|871|07_cluster_AkerFH1893nogabecin-338-Item1-A_hpg_0:59,S,58,55@0.97;58,TL,58,'07'@0.97
255:59,D,59,59@0.97;59,S,58,55@1:07_cluster_AkerFH1893nogabecin|13612f|488-879|888|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe_0,254
254:59,S,58,55@1;55,S,53,'68'@1:232,253
253:55,S,53,'68'@1;'68',T,106,'68'@1:239,252
252:'68',T,106,'68'@1;'68',T,'68',67@1:53_cluster_WAC4197cluster073|41ac20|462-851|7215|53_cluster_WAC4197cluster073-2788-Item8-A_dhpg_0,251
251:'68',T,'68',67@1;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|276c55|481-870|766|06_cluster_Ajap-Ristocetin-285-Item9-A_dpg_0,250
250:67,S,'06',65@1;65,T,65,76@1:244,249
249:65,T,65,76@1;76,S,'52','08'@1:52_cluster_WAC4182cluster089|c61315|480-869|7060|52_cluster_WAC4182cluster089-2742-Item25-A_dhpg_0,248
248:76,S,'52','08'@1;'08',T,'55','08'@1:55_cluster_WAC05977|95f0b5|456-845|7463|55_cluster_WAC05977-2903-Item8-A_dhpg_0,08_cluster_AlurRistocetin|abf26e|456-845|1015|08_cluster_AlurRistocetin-430-Item25-A_dpg_0
244:65,T,65,76@1;65,SL,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|e2e0bc|481-870|3289|25_cluster_JPLW01000007-1282-Item9-A_dpg_0,27_cluster_KF882511-Ristocetin|e2e0bc|481-870|3593|27_cluster_KF882511-Ristocetin-1415-Item9-A_dpg_0
53_cluster_WAC4197cluster073|41ac20|462-851|7215|53_cluster_WAC4197cluster073-2788-Item8-A_dhpg_0:'68',T,'68',67@1;'68',TL,'68','53'@1
239:'68',T,106,'68'@1;106,S,'10',104@1:235,238
238:106,S,'10',104@1;104,S,'39','60'@1:39_cluster_UK68597|b35ee4|487-878|5100|39_cluster_UK68597-1910-Item8-A_dpg_0,60_cluster_AsubtropicusNRRLB24665|33354c|487-880|8062|60_cluster_AsubtropicusNRRLB24665-3099-Item9-A_dhpg_0
235:106,S,'10',104@1;'10',TL,'10','02'@0.25;'02',T,'04','02'@0.25:04_cluster_AazureaDSM43854|058076|487-878|482|04_cluster_AazureaDSM43854-158-Item8-A_dhpg_0,02_cluster_A47934|cfe15e|464-855|152|02_cluster_A47934-64-Item11-A_dpg_0
232:55,S,53,'68'@1;53,S,51,'28'@1:48_cluster_WAC1424cluster109|3f00df|465-856|6365|48_cluster_WAC1424cluster109-2484-Item23-A_dhpg_0,231
231:53,S,51,'28'@1;'28',T,90,'28'@1:227,230
