1028:93,T,93,40@0.12:172,1027
1027:93,T,93,40@0.12;40,S,36,39@inf:843,1026
485:66,S,'50','35'@-nan;'35',T,'35',69@-nan:35_cluster_SspNRRLS1521-3|4d8679|2517-2585|4655|35_cluster_SspNRRLS1521-1-1760-Item17-PCP_0,484
484:'35',T,'35',69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|26e45e|2509-2577|4153|31_cluster_SluteocolorNRBC13826-1611-Item42-PCP_0,32_cluster_Ssilaceus-3|0da9d1|2509-2577|4280|32_cluster_Ssilaceus-1-1656-Item11-PCP_0
477:76,T,76,92@inf;76,S,'57','59'@-nan:57_cluster_WAC06725|689653|968-1036|7743|57_cluster_WAC06725-2979-Item32-PCP_0,59_cluster_WAC06783|725a6d|968-1036|7991|59_cluster_WAC06783-3060-Item32-PCP_0
474:76,T,53,76@inf;53,S,'61',51@-nan:61_cluster_FNTE|ff42bb|960-1028|8215|61_cluster_FNTE-3138-Item29-PCP_0,473
473:53,S,'61',51@-nan;51,S,'43','54'@-nan:43_cluster_WAC01325|b58f24|960-1028|5590|43_cluster_WAC01325-2081-Item29-PCP_0,54_cluster_WAC05379-3|c68161|960-1028|7295|54_cluster_WAC05379-1-2852-Item18-PCP_0
469:77,S,73,76@inf;73,S,71,'47'@-nan:257,468
468:73,S,71,'47'@-nan;'47',T,'47','42'@-nan:460,467
467:'47',T,'47','42'@-nan;'42',T,'67','42'@-nan:463,466
466:'42',T,'67','42'@-nan;'42',T,'54','42'@-nan:54_cluster_WAC05379-3|c68161|2050-2119|7301|54_cluster_WAC05379-1-2852-Item21-PCP_0,42_cluster_WAC00631|9c2fe4|17-82|5420|42_cluster_WAC00631-2052-Item36-PCP_0
463:'42',T,'67','42'@-nan;'67',T,'67','69'@-nan:67_cluster_STLI053.cluster001|af6ce2|920-985|9175|67_cluster_STLI053.cluster001-3476-Item3-PCP_0,69_cluster_MchersinaDSM44151|564748|862-925|9563|69_cluster_MchersinaDSM44151-3600-Item56-PCP_0
460:'47',T,'47','42'@-nan;'47',T,'47','67'@-nan:302,459
459:'47',T,'47','67'@-nan;'67',T,'67','68'@-nan:453,458
458:'67',T,'67','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|6069-6136|9368|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item60-PCP_0,457
457:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|11247-11315|9331|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item42-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|2009-2077|9277|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item15-PCP_0
453:'67',T,'67','68'@-nan;'67',D,'67','67'@-nan:333,452
452:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:356,451
451:'67',D,'67','67'@-nan;'67',T,'68','67'@-nan:371,450
450:'67',T,'68','67'@-nan;'67',D,'67','67'@-nan:378,449
449:'67',D,'67','67'@-nan;'67',T,'67','49'@-nan:427,448
448:'67',T,'67','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|2040-2103|6483|49_cluster_WAC1438rc4d-2520-Item9-PCP_0,447
447:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|d6be1d|974-1037|6446|49_cluster_WAC1438rc4d-2521-Item39-PCP_0,446
446:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:432,445
445:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|f4aa9d|996-1060|6547|49_cluster_WAC1438rc4d-2522-Item54-PCP_0,444
444:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|10613-10678|6531|49_cluster_WAC1438rc4d-2520-Item33-PCP_0,443
443:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|d6be1d|2056-2119|6452|49_cluster_WAC1438rc4d-2521-Item42-PCP_0,442
442:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|3106-3170|6489|49_cluster_WAC1438rc4d-2520-Item12-PCP_0,441
441:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|d6be1d|4182-4246|6464|49_cluster_WAC1438rc4d-2521-Item48-PCP_0,440
440:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|4172-4235|6495|49_cluster_WAC1438rc4d-2520-Item15-PCP_0,49_cluster_WAC1438rc4d|da5867|9545-9608|6525|49_cluster_WAC1438rc4d-2520-Item30-PCP_0
432:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|f4aa9d|6334-6398|6577|49_cluster_WAC1438rc4d-2522-Item69-PCP_0,49_cluster_WAC1438rc4d|f4aa9d|4194-4258|6565|49_cluster_WAC1438rc4d-2522-Item63-PCP_0
427:'67',T,'67','49'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|4e2fef|2102-2165|9085|67_cluster_STLI053.cluster001-3497-Item18-PCP_0,426
426:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|3a97f0|967-1031|9066|67_cluster_STLI053.cluster001-3496-Item9-PCP_0,425
425:'67',D,'67','67'@-nan;'67',T,'69','67'@-nan:69_cluster_MchersinaDSM44151|89c115|7359-7426|9544|69_cluster_MchersinaDSM44151-3597-Item49-PCP_0,424
424:'67',T,'69','67'@-nan;'67',T,'68','67'@-nan:410,423
423:'67',T,'68','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|e171e6|5230-5296|9144|67_cluster_STLI053.cluster001-3498-Item47-PCP_0,422
422:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|4e2fef|1005-1069|9079|67_cluster_STLI053.cluster001-3497-Item15-PCP_0,421
421:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:417,420
420:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|4e2fef|3175-3241|9091|67_cluster_STLI053.cluster001-3497-Item21-PCP_0,67_cluster_STLI053.cluster001|e171e6|983-1047|9120|67_cluster_STLI053.cluster001-3498-Item35-PCP_0
417:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|e171e6|7365-7430|9156|67_cluster_STLI053.cluster001-3498-Item53-PCP_0,416
416:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|e171e6|3107-3172|9132|67_cluster_STLI053.cluster001-3498-Item41-PCP_0,67_cluster_STLI053.cluster001|4e2fef|5290-5355|9103|67_cluster_STLI053.cluster001-3497-Item27-PCP_0
410:'67',T,'68','67'@-nan;'68',T,'68','69'@-nan:406,409
409:'68',T,'68','69'@-nan;'69',D,'69','69'@-nan:69_cluster_MchersinaDSM44151|60540f|1009-1074|9467|69_cluster_MchersinaDSM44151-3596-Item11-PCP_0,69_cluster_MchersinaDSM44151|60540f|5285-5352|9491|69_cluster_MchersinaDSM44151-3596-Item23-PCP_0
406:'68',T,'68','69'@-nan;'68',T,'69','68'@-nan:69_cluster_MchersinaDSM44151|89c115|5223-5287|9532|69_cluster_MchersinaDSM44151-3597-Item43-PCP_0,405
405:'68',T,'69','68'@-nan;'68',T,'69','68'@-nan:387,404
404:'68',T,'69','68'@-nan;'68',T,'69','68'@-nan:69_cluster_MchersinaDSM44151|60540f|3163-3229|9479|69_cluster_MchersinaDSM44151-3596-Item17-PCP_0,403
403:'68',T,'69','68'@-nan;'68',D,'68','68'@-nan:391,402
402:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|10214-10280|9325|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item39-PCP_0,401
401:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|3013-3077|9350|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item51-PCP_0,400
400:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|4051-4116|9289|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item21-PCP_0,399
399:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|5047-5114|9362|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item57-PCP_0,398
398:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|3015-3081|9283|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item18-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|6134-6199|9301|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item27-PCP_0
391:'68',D,'68','68'@-nan;'68',T,'69','68'@-nan:69_cluster_MchersinaDSM44151|4931ca|963-1026|9454|69_cluster_MchersinaDSM44151-3595-Item5-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1985-2050|9255|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item6-PCP_0
387:'68',T,'69','68'@-nan;'69',D,'69','69'@-nan:69_cluster_MchersinaDSM44151|60540f|2085-2150|9473|69_cluster_MchersinaDSM44151-3596-Item14-PCP_0,386
386:'69',D,'69','69'@-nan;'69',D,'69','69'@-nan:69_cluster_MchersinaDSM44151|89c115|3110-3176|9520|69_cluster_MchersinaDSM44151-3597-Item37-PCP_0,69_cluster_MchersinaDSM44151|89c115|982-1049|9508|69_cluster_MchersinaDSM44151-3597-Item31-PCP_0
378:'67',D,'67','67'@-nan;'67',T,'49','67'@-nan:49_cluster_WAC1438rc4d|f4aa9d|7421-7486|6583|49_cluster_WAC1438rc4d-2522-Item72-PCP_0,377
377:'67',T,'49','67'@-nan;'67',T,'68','67'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|8198-8261|9380|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item66-PCP_0,376
376:'67',T,'68','67'@-nan;'67',T,'67','69'@-nan:67_cluster_STLI053.cluster001|e171e6|8440-8506|9162|67_cluster_STLI053.cluster001-3498-Item56-PCP_0,69_cluster_MchersinaDSM44151|89c115|8433-8499|9550|69_cluster_MchersinaDSM44151-3597-Item52-PCP_0
371:'67',T,'68','67'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|7157-7224|9374|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item63-PCP_0,370
370:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:360,369
369:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:365,368
368:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|7132-7201|9307|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item30-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|8151-8217|9313|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item33-PCP_0
365:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|960-1028|9271|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item12-PCP_0,364
364:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|5129-5198|9295|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item24-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|4043-4112|9356|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item54-PCP_0
360:'68',D,'68','68'@-nan;'68',D,'68','68'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|1955-2023|9344|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item48-PCP_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|9199-9267|9319|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item36-PCP_0
356:'67',D,'67','67'@-nan;'67',T,'69','67'@-nan:69_cluster_MchersinaDSM44151|89c115|4163-4232|9526|69_cluster_MchersinaDSM44151-3597-Item40-PCP_0,355
355:'67',T,'69','67'@-nan;'67',D,'67','67'@-nan:349,354
354:'67',D,'67','67'@-nan;'67',T,'69','67'@-nan:69_cluster_MchersinaDSM44151|4931ca|2041-2109|9460|69_cluster_MchersinaDSM44151-3595-Item8-PCP_0,353
353:'67',T,'69','67'@-nan;'67',T,'68','67'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|3040-3108|9261|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item9-PCP_0,67_cluster_STLI053.cluster001|3a97f0|2049-2118|9072|67_cluster_STLI053.cluster001-3496-Item12-PCP_0
349:'67',D,'67','67'@-nan;'67',T,'69','67'@-nan:69_cluster_MchersinaDSM44151|60540f|4229-4297|9485|69_cluster_MchersinaDSM44151-3596-Item20-PCP_0,348
348:'67',T,'69','67'@-nan;'67',D,'67','67'@-nan:342,347
347:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|e171e6|4166-4235|9138|67_cluster_STLI053.cluster001-3498-Item44-PCP_0,346
346:'67',D,'67','67'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|e171e6|2045-2114|9126|67_cluster_STLI053.cluster001-3498-Item38-PCP_0,67_cluster_STLI053.cluster001|4e2fef|5959-6028|9107|67_cluster_STLI053.cluster001-3497-Item29-PCP_0
342:'67',D,'67','67'@-nan;'67',T,'67','69'@-nan:338,341
341:'67',T,'67','69'@-nan;'69',D,'69','69'@-nan:69_cluster_MchersinaDSM44151|89c115|2049-2117|9514|69_cluster_MchersinaDSM44151-3597-Item34-PCP_0,69_cluster_MchersinaDSM44151|89c115|6295-6363|9538|69_cluster_MchersinaDSM44151-3597-Item46-PCP_0
338:'67',T,'67','69'@-nan;'67',D,'67','67'@-nan:67_cluster_STLI053.cluster001|4e2fef|4237-4305|9097|67_cluster_STLI053.cluster001-3497-Item24-PCP_0,67_cluster_STLI053.cluster001|e171e6|6314-6381|9150|67_cluster_STLI053.cluster001-3498-Item50-PCP_0
333:'67',D,'67','67'@-nan;'67',T,'49','67'@-nan:327,332
332:'67',T,'49','67'@-nan;'67',T,'68','67'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|940-1006|9338|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item45-PCP_0,331
331:'67',T,'68','67'@-nan;'67',T,'69','67'@-nan:69_cluster_MchersinaDSM44151|60540f|6914-6981|9501|69_cluster_MchersinaDSM44151-3596-Item28-PCP_0,67_cluster_STLI053.cluster001|4e2fef|7030-7098|9113|67_cluster_STLI053.cluster001-3497-Item32-PCP_0
327:'67',T,'49','67'@-nan;'49',D,'49','49'@-nan:307,326
326:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:322,325
325:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|11686-11754|6537|49_cluster_WAC1438rc4d-2520-Item36-PCP_0,49_cluster_WAC1438rc4d|d6be1d|5299-5368|6470|49_cluster_WAC1438rc4d-2521-Item51-PCP_0
322:'49',D,'49','49'@-nan;'49',T,'68','49'@-nan:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|935-1003|9249|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item3-PCP_0,321
321:'49',T,'68','49'@-nan;'49',D,'49','49'@-nan:315,320
320:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|f4aa9d|5268-5335|6571|49_cluster_WAC1438rc4d-2522-Item66-PCP_0,319
319:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|d6be1d|3127-3194|6458|49_cluster_WAC1438rc4d-2521-Item45-PCP_0,49_cluster_WAC1438rc4d|da5867|8494-8561|6519|49_cluster_WAC1438rc4d-2520-Item27-PCP_0
315:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|f4aa9d|3140-3207|6559|49_cluster_WAC1438rc4d-2522-Item60-PCP_0,314
314:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|f4aa9d|2083-2151|6553|49_cluster_WAC1438rc4d-2522-Item57-PCP_0,313
313:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|6358-6426|6507|49_cluster_WAC1438rc4d-2520-Item21-PCP_0,49_cluster_WAC1438rc4d|da5867|5274-5342|6501|49_cluster_WAC1438rc4d-2520-Item18-PCP_0
307:'49',D,'49','49'@-nan;'49',D,'49','49'@-nan:49_cluster_WAC1438rc4d|da5867|977-1043|6477|49_cluster_WAC1438rc4d-2520-Item6-PCP_0,306
306:'49',D,'49','49'@-nan;'49',T,'49','69'@-nan:49_cluster_WAC1438rc4d|da5867|7439-7507|6513|49_cluster_WAC1438rc4d-2520-Item24-PCP_0,69_cluster_MchersinaDSM44151|60540f|5854-5923|9495|69_cluster_MchersinaDSM44151-3596-Item25-PCP_0
302:'47',T,'47','67'@-nan;'47',T,'47',26@-nan:278,301
301:'47',T,'47',26@-nan;26,TTD,-1,26@-nan:287,300
300:26,TTD,-1,26@-nan;26,S,25,20@-nan:292,299
299:26,S,25,20@-nan;20,TTD,-1,20@-nan:04_cluster_AazureaDSM43854|c18f09|506-574|452|04_cluster_AazureaDSM43854-179-Item29-PCP_0,298
298:20,TTD,-1,20@-nan;20,S,16,19@-nan:55_cluster_WAC05977|c4b3f2|507-575|7473|55_cluster_WAC05977-2921-Item29-PCP_0,297
297:20,S,16,19@-nan;19,S,'08','52'@-nan:08_cluster_AlurRistocetin|65b375|507-575|1038|08_cluster_AlurRistocetin-412-Item4-PCP_0,52_cluster_WAC4182cluster089|e3fee6|507-575|7015|52_cluster_WAC4182cluster089-2723-Item4-PCP_0
55_cluster_WAC05977|c4b3f2|507-575|7473|55_cluster_WAC05977-2921-Item29-PCP_0:20,S,16,19@-nan;16,SL,14,'55'@-nan
04_cluster_AazureaDSM43854|c18f09|506-574|452|04_cluster_AazureaDSM43854-179-Item29-PCP_0:20,TTD,-1,20@-nan;-1,TLFD,-1,'04'@-nan
292:26,S,25,20@-nan;25,S,'45',23@-nan:45_cluster_WAC1376cluster143|1bbe84|506-574|5890|45_cluster_WAC1376cluster143-2244-Item4-PCP_0,291
291:25,S,'45',23@-nan;23,S,'44','46'@-nan:44_cluster_WAC1375|b562cb|506-574|5713|44_cluster_WAC1375-2145-Item29-PCP_0,46_cluster_WAC1416cluster068|b562cb|506-574|6133|46_cluster_WAC1416cluster068-2322-Item28-PCP_0
287:26,TTD,-1,26@-nan;-1,TLFD,-1,4@-nan;4,S,'53',2@-nan:281,286
286:4,S,'53',2@-nan;2,T,'07',2@-nan:07_cluster_AkerFH1893nogabecin|18a5b1|506-575|939|07_cluster_AkerFH1893nogabecin-355-Item30-PCP_0,285
285:2,T,'07',2@-nan;2,S,'25','27'@-nan:25_cluster_JPLW01000007|940109|506-574|3334|25_cluster_JPLW01000007-1300-Item30-PCP_0,27_cluster_KF882511-Ristocetin|940109|506-574|3638|27_cluster_KF882511-Ristocetin-1434-Item30-PCP_0
281:4,S,'53',2@-nan;'53',T,'06','53'@-nan:06_cluster_Ajap-Ristocetin|7ee856|506-574|734|06_cluster_Ajap-Ristocetin-305-Item30-PCP_0,53_cluster_WAC4197cluster073|e8faea|506-574|7151|53_cluster_WAC4197cluster073-2806-Item29-PCP_0
278:'47',T,'47',26@-nan;'47',T,9,'47'@-nan:266,277
277:'47',T,9,'47'@-nan;'47',T,'47',35@-nan:273,276
276:'47',T,'47',35@-nan;35,S,'05','14'@-nan:05_cluster_AbalhimycinaFH1894|817ced|510-578|666|05_cluster_AbalhimycinaFH1894-246-Item29-PCP_0,14_cluster_Balhimycin|5f6fbb|510-578|1833|14_cluster_Balhimycin-724-Item29-PCP_0
273:'47',T,'47',35@-nan;'47',T,'47',39@-nan:269,272
272:'47',T,'47',39@-nan;39,S,'18','26'@-nan:18_cluster_Chloroeremomycin-2|c050b8|509-577|2468|18_cluster_Chloroeremomycin-1-978-Item2-PCP_0,26_cluster_KaridNRRLB16535chlor|c050b8|509-577|3419|26_cluster_KaridNRRLB16535chlor-1371-Item29-PCP_0
269:'47',T,'47',39@-nan;'47',T,'29','47'@-nan:29_cluster_pekiskomycin|3476da|507-575|3861|29_cluster_pekiskomycin-1543-Item29-PCP_0,47_cluster_WAC1420|96e4b7|507-575|6203|47_cluster_WAC1420-2432-Item29-PCP_0
266:'47',T,9,'47'@-nan;9,T,'11',9@-nan:11_cluster_AregGY080|2cb649|511-579|1448|11_cluster_AregGY080-617-Item30-PCP_0,265
265:9,T,'11',9@-nan;9,T,'03',9@-nan:03_cluster_AalbaDSM44262|7607f9|507-575|340|03_cluster_AalbaDSM44262-110-Item30-PCP_0,264
264:9,T,'03',9@-nan;9,T,'09',9@-nan:09_cluster_AOHO0100074|57e1c8|507-575|1176|09_cluster_AOHO0100074-477-Item29-PCP_0,263
263:9,T,'09',9@-nan;9,S,'40','51'@-nan:40_cluster_Vancomycin|ab753b|507-575|5191|40_cluster_Vancomycin-1970-Item29-PCP_0,51_cluster_WAC4169cluster051|c5c3a2|507-575|6811|51_cluster_WAC4169cluster051-2624-Item4-PCP_0
257:73,S,71,'47'@-nan;71,T,107,71@-nan:191,256
256:71,T,107,71@-nan;71,TTD,-1,71@-nan:56_cluster_WAC06369|6e6f2f|4059-4124|7616|56_cluster_WAC06369-2953-Item52-PCP_0,255
255:71,TTD,-1,71@-nan;71,TTD,71,-1@-nan:241,254
254:71,TTD,71,-1@-nan;-1,DD,-1,-1@-nan:244,253
253:-1,DD,-1,-1@-nan;-1,DD,-1,-1@-nan:70_cluster_TLI55.cluster001|412004|4096-4164|9705|70_cluster_TLI55.cluster001-3659-Item22-PCP_0,252
252:-1,DD,-1,-1@-nan;-1,DD,-1,-1@-nan:70_cluster_TLI55.cluster001|412004|3049-3117|9699|70_cluster_TLI55.cluster001-3659-Item19-PCP_0,251
251:-1,DD,-1,-1@-nan;-1,DD,-1,-1@-nan:70_cluster_TLI55.cluster001|412004|7219-7288|9723|70_cluster_TLI55.cluster001-3659-Item31-PCP_0,250
250:-1,DD,-1,-1@-nan;-1,DD,-1,-1@-nan:70_cluster_TLI55.cluster001|412004|6173-6241|9717|70_cluster_TLI55.cluster001-3659-Item28-PCP_0,70_cluster_TLI55.cluster001|412004|5133-5201|9711|70_cluster_TLI55.cluster001-3659-Item25-PCP_0
70_cluster_TLI55.cluster001|412004|5133-5201|9711|70_cluster_TLI55.cluster001-3659-Item25-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
70_cluster_TLI55.cluster001|412004|6173-6241|9717|70_cluster_TLI55.cluster001-3659-Item28-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
70_cluster_TLI55.cluster001|412004|7219-7288|9723|70_cluster_TLI55.cluster001-3659-Item31-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
70_cluster_TLI55.cluster001|412004|3049-3117|9699|70_cluster_TLI55.cluster001-3659-Item19-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
70_cluster_TLI55.cluster001|412004|4096-4164|9705|70_cluster_TLI55.cluster001-3659-Item22-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
244:-1,DD,-1,-1@-nan;-1,DD,-1,-1@-nan:70_cluster_TLI55.cluster001|412004|967-1035|9687|70_cluster_TLI55.cluster001-3659-Item13-PCP_0,70_cluster_TLI55.cluster001|412004|2010-2078|9693|70_cluster_TLI55.cluster001-3659-Item16-PCP_0
70_cluster_TLI55.cluster001|412004|2010-2078|9693|70_cluster_TLI55.cluster001-3659-Item16-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
70_cluster_TLI55.cluster001|412004|967-1035|9687|70_cluster_TLI55.cluster001-3659-Item13-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'70'@-nan
241:71,TTD,71,-1@-nan;71,T,107,71@-nan:219,240
240:71,T,107,71@-nan;71,S,70,63@-nan:226,239
239:71,S,70,63@-nan;63,S,'13',61@-nan:231,238
238:63,S,'13',61@-nan;61,TTD,-1,61@-nan:234,237
237:61,TTD,-1,61@-nan;61,TLTD,61,-1@-nan;-1,TLFD,-1,69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|ba0325|3060-3129|4088|31_cluster_SluteocolorNRBC13826-1608-Item12-PCP_0,32_cluster_Ssilaceus-1|7cf6a6|3060-3129|4203|32_cluster_Ssilaceus-1-1651-Item12-PCP_0
234:61,TTD,-1,61@-nan;-1,TLFD,-1,69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|ba0325|1997-2066|4082|31_cluster_SluteocolorNRBC13826-1608-Item9-PCP_0,32_cluster_Ssilaceus-1|7cf6a6|1997-2066|4197|32_cluster_Ssilaceus-1-1651-Item9-PCP_0
231:63,S,'13',61@-nan;'13',T,'50','13'@-nan:50_cluster_WAC01529|abd45d|2071-2139|6658|50_cluster_WAC01529-2565-Item8-PCP_0,230
230:'13',T,'50','13'@-nan;'13',D,'13','13'@-nan:13_cluster_AspOK074cluster1|4c3536|624-693|1776|13_cluster_AspOK074cluster1-687-Item8-PCP_0,13_cluster_AspOK074cluster1|480669|441-509|1769|13_cluster_AspOK074cluster1-686-Item5-PCP_0
226:71,S,70,63@-nan;70,S,69,66@-nan:222,225
225:70,S,69,66@-nan;66,S,'50','35'@-nan:50_cluster_WAC01529|abd45d|1003-1072|6652|50_cluster_WAC01529-2565-Item5-PCP_0,35_cluster_SspNRRLS1521-1|1f6808|985-1051|4598|35_cluster_SspNRRLS1521-1-1756-Item5-PCP_0
222:70,S,69,66@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|ba0325|932-1001|4076|31_cluster_SluteocolorNRBC13826-1608-Item6-PCP_0,32_cluster_Ssilaceus-1|7cf6a6|932-1001|4191|32_cluster_Ssilaceus-1-1651-Item6-PCP_0
219:71,T,107,71@-nan;107,D,107,107@-nan:211,218
218:107,D,107,107@-nan;107,D,107,107@-nan:214,217
217:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-4|04fca8|3193-3262|1657|12_cluster_ArifDSM43936-1-661-Item10-PCP_0,56_cluster_WAC06369|6e6f2f|8242-8311|7640|56_cluster_WAC06369-2953-Item64-PCP_0
214:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-4|04fca8|2154-2223|1651|12_cluster_ArifDSM43936-1-661-Item7-PCP_0,56_cluster_WAC06369|6e6f2f|7203-7272|7634|56_cluster_WAC06369-2953-Item61-PCP_0
211:107,D,107,107@-nan;107,D,107,107@-nan:203,210
210:107,D,107,107@-nan;107,D,107,107@-nan:206,209
209:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-4|04fca8|1116-1185|1645|12_cluster_ArifDSM43936-1-661-Item4-PCP_0,56_cluster_WAC06369|6e6f2f|6165-6234|7628|56_cluster_WAC06369-2953-Item58-PCP_0
