868:109,S,108,95@1:142,867
867:109,S,108,95@1;95,TTD,95,-1@1:859,866
383:26,S,25,20@0.06;25,T,'04',25@0.21:04_cluster_AazureaDSM43854|40c465|3343-3522|506|04_cluster_AazureaDSM43854-159-Item19-Cond-Item20-A_bht_Fill_0,382
382:25,T,'04',25@0.21;25,S,'45',23@1:45_cluster_WAC1376cluster143|89a266|3259-3439|5912|45_cluster_WAC1376cluster143-2261-Item13-Cond-Item12-A_bht_Fill_0,381
381:25,S,'45',23@1;23,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|3267-3450|5692|44_cluster_WAC1375-2129-Item19-Cond-Item20-A_bht|tyr_Fill_0,46_cluster_WAC1416cluster068|d6e140|3264-3447|6103|46_cluster_WAC1416cluster068-2306-Item19-Cond-Item20-A_bht_Fill_0
376:'47',T,'47',26@0.03;'47',T,'29','47'@0.5:29_cluster_pekiskomycin|61ac15|3339-3518|3840|29_cluster_pekiskomycin-1529-Item19-Cond-Item20-A_bht_Fill_0,47_cluster_WAC1420|713508|3346-3525|6225|47_cluster_WAC1420-2418-Item19-Cond-Item20-A_bht_Fill_0
07_cluster_AkerFH1893nogabecin|5b689a|3304-3482|912|07_cluster_AkerFH1893nogabecin-340-Item20-Cond-Item21-A_bht_Fill_0:'47',TTD,-1,'47'@0.035;-1,TLFD,-1,'07'@1
372:'47',T,76,'47'@0.018;76,S,'57','59'@1:57_cluster_WAC06725|451761|3370-3548|7725|57_cluster_WAC06725-2978-Item24-Cond-Item25-A_tyr_Fill_0,59_cluster_WAC06783|42685d|3370-3548|7973|59_cluster_WAC06783-3059-Item24-Cond-Item25-A_tyr_Fill_0
369:73,TTD,-1,73@0.99;-1,DD,-1,-1@0.14:71_cluster_Kistamicin|8e9844|2839-3016|9806|71_cluster_Kistamicin-3712-Item18-Cond-Item19-A_tyr_Fill_0,368
368:-1,DD,-1,-1@0.14;-1,TLFD,-1,53@0.43;53,S,'61',51@1:61_cluster_FNTE|83000e|3326-3506|8199|61_cluster_FNTE-3137-Item22-Cond-Item23-A_tyr_Fill_0,367
367:53,S,'61',51@1;51,S,'43','54'@1:43_cluster_WAC01325|b6db0d|3324-3505|5574|43_cluster_WAC01325-2080-Item22-Cond-Item23-A_tyr_Fill_0,54_cluster_WAC05379-3|ba39af|3330-3510|7279|54_cluster_WAC05379-1-2851-Item11-Cond-Item12-A_tyr_Fill_0
71_cluster_Kistamicin|8e9844|2839-3016|9806|71_cluster_Kistamicin-3712-Item18-Cond-Item19-A_tyr_Fill_0:-1,DD,-1,-1@0.14;-1,TLFD,-1,'71'@0.43
362:73,T,'42',73@0.0032;'42',T,76,'42'@0.0029:350,361
361:'42',T,76,'42'@0.0029;'42',T,55,'42'@0.099:357,360
360:'42',T,55,'42'@0.099;'42',T,'42','71'@0.26:42_cluster_WAC00631|01badb|305-483|5488|42_cluster_WAC00631-2043-Item30-Cond-Item31-A_hpg_Fill_0,71_cluster_Kistamicin|c2bb94|303-469|9815|71_cluster_Kistamicin-3713-Item22-Cond-Item23-A_no_call_Fill_0
357:'42',T,55,'42'@0.099;55,S,'70',53@1:70_cluster_TLI55.cluster001|412004|306-487|9684|70_cluster_TLI55.cluster001-3659-Item11-Cond-Item12-A_tyr_Fill_0,356
356:55,S,'70',53@1;53,S,'61',51@1:61_cluster_FNTE|ff42bb|305-482|8212|61_cluster_FNTE-3138-Item27-Cond-Item28-A_hpg|hpg2cl_Fill_0,355
355:53,S,'61',51@1;51,S,'43','54'@1:43_cluster_WAC01325|b58f24|305-482|5587|43_cluster_WAC01325-2081-Item27-Cond-Item28-A_hpg_Fill_0,54_cluster_WAC05379-3|c68161|305-482|7292|54_cluster_WAC05379-1-2852-Item16-Cond-Item17-A_hpg|hpg2cl_Fill_0
350:'42',T,76,'42'@0.0029;76,D,76,76@0.33:346,349
349:76,D,76,76@0.33;76,S,'57','59'@1:57_cluster_WAC06725|09ed46|1893-2070|7686|57_cluster_WAC06725-2976-Item5-Cond-Item6-A_d-trp_Fill_0,59_cluster_WAC06783|64e4a6|1877-2054|7933|59_cluster_WAC06783-3057-Item5-Cond-Item6-A_trp_Fill_0
346:76,D,76,76@0.33;76,S,'57','59'@1:57_cluster_WAC06725|689653|305-483|7740|57_cluster_WAC06725-2979-Item30-Cond-Item31-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|725a6d|305-483|7988|59_cluster_WAC06783-3060-Item30-Cond-Item31-A_hpg_Fill_0
343:79,S,'42',77@0.82;'42',T,70,'42'@0.041:325,342
342:'42',T,70,'42'@0.041;'42',T,53,'42'@0.42:330,341
341:'42',T,53,'42'@0.42;'42',T,76,'42'@0.29:337,340
340:'42',T,76,'42'@0.29;'42',D,'42','42'@0.32:42_cluster_WAC00631|19b4d7|312-490|5446|42_cluster_WAC00631-2041-Item10-Cond-Item11-A_hpg_Fill_0,42_cluster_WAC00631|c8684d|305-482|5459|42_cluster_WAC00631-2042-Item16-Cond-Item17-A_hpg_Fill_0
337:'42',T,76,'42'@0.29;76,D,76,76@0.22:333,336
336:76,D,76,76@0.22;76,S,'57','59'@1:57_cluster_WAC06725|451761|305-482|7709|57_cluster_WAC06725-2978-Item16-Cond-Item17-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|42685d|305-482|7957|59_cluster_WAC06783-3059-Item16-Cond-Item17-A_hpg_Fill_0
333:76,D,76,76@0.22;76,S,'57','59'@1:57_cluster_WAC06725|20c8cf|287-464|7696|57_cluster_WAC06725-2977-Item10-Cond-Item11-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|108337|317-494|7944|59_cluster_WAC06783-3058-Item10-Cond-Item11-A_hpg_Fill_0
330:'42',T,53,'42'@0.42;53,S,'61',51@1:61_cluster_FNTE|83000e|305-482|8183|61_cluster_FNTE-3137-Item14-Cond-Item15-A_hpg|hpg2cl_Fill_0,329
329:53,S,'61',51@1;51,S,'43','54'@1:43_cluster_WAC01325|b6db0d|305-482|5558|43_cluster_WAC01325-2080-Item14-Cond-Item15-A_hpg_Fill_0,54_cluster_WAC05379-3|ba39af|312-489|7263|54_cluster_WAC05379-1-2851-Item3-Cond-Item4-A_hpg|hpg2cl_Fill_0
325:'42',T,70,'42'@0.041;70,S,66,69@0.051:303,324
324:70,S,66,69@0.051;69,T,92,69@0.098:316,323
323:69,T,92,69@0.098;69,T,69,'13'@0.077:319,322
322:69,T,69,'13'@0.077;'13',T,'50','13'@0.18:50_cluster_WAC01529|9b5162|327-505|6683|50_cluster_WAC01529-2567-Item19-Cond-Item20-A_hpg_Fill_0,13_cluster_AspOK074cluster1|ff28ca|305-486|1709|13_cluster_AspOK074cluster1-690-Item18-Cond-Item19-A_hpg_Fill_0
319:69,T,69,'13'@0.077;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|305-483|4112|31_cluster_SluteocolorNRBC13826-1610-Item23-Cond-Item24-A_hpg_Fill_0,32_cluster_Ssilaceus-2|cb43ed|305-483|4243|32_cluster_Ssilaceus-1-1654-Item6-Cond-Item7-A_hpg_Fill_0
316:69,T,92,69@0.098;92,S,'62',90@1:62_cluster_SspCNQ329.cluster001|f73c1e|305-482|8301|62_cluster_SspCNQ329.cluster001-3216-Item22-Cond-Item23-A_no_call_Fill_0,315
315:92,S,'62',90@1;90,S,89,86@1:307,314
314:90,S,89,86@1;86,S,'63',84@1:63_cluster_SspCNQ525.cluster001|4ed3e5|305-482|8492|63_cluster_SspCNQ525.cluster001-3272-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,313
313:86,S,'63',84@1;84,S,'65',82@1:65_cluster_SspCNT371.cluster001|f326c5|305-482|8793|65_cluster_SspCNT371.cluster001-3384-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,312
312:84,S,'65',82@1;82,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|305-482|8601|64_cluster_SspCNQ865.cluster001-3328-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,66_cluster_SspCNY243.cluster001|731b10|305-482|8952|66_cluster_SspCNY243.cluster001-3438-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0
307:90,S,89,86@1;89,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|305-482|4405|33_cluster_SspCNQ509-1694-Item24-Cond-Item25-A_hpg_Fill_0,58_cluster_WAC06738cluster004|d9a549|305-482|7866|58_cluster_WAC06738cluster004-3023-Item21-Cond-Item22-A_hpg_Fill_0
303:70,S,66,69@0.051;66,S,'35','50'@0.02:31_cluster_SluteocolorNRBC13826|a43e36|297-474|4099|31_cluster_SluteocolorNRBC13826-1609-Item17-Cond-Item18-A_hpg_Fill_0,50_cluster_WAC01529|876399|315-492|6670|50_cluster_WAC01529-2566-Item13-Cond-Item14-A_hpg_Fill_0
31_cluster_SluteocolorNRBC13826|a43e36|297-474|4099|31_cluster_SluteocolorNRBC13826-1609-Item17-Cond-Item18-A_hpg_Fill_0:66,S,'35','50'@0.02;'35',TL,'35','31'@0.01
300:79,T,45,79@0.27;45,D,45,45@0.12:238,299
299:45,D,45,45@0.12;45,TTD,-1,45@0.53:71_cluster_Kistamicin|8e9844|302-480|9792|71_cluster_Kistamicin-3712-Item11-Cond-Item12-A_no_call_Fill_0,298
298:45,TTD,-1,45@0.53;45,S,'10',43@1:10_cluster_ArectNRRLB16090|9ee539|300-464|1313|10_cluster_ArectNRRLB16090-520-Item8-Cond-Item9-A_hpg_Fill_0,297
297:45,S,'10',43@1;43,S,'39','60'@1:39_cluster_UK68597|e5e4cd|304-481|5113|39_cluster_UK68597-1912-Item13-Cond-Item14-A_hpg_Fill_0,296
296:43,S,'39','60'@1;'60',T,'60',102@0.00088:60_cluster_AsubtropicusNRRLB24665|294514|302-480|8072|60_cluster_AsubtropicusNRRLB24665-3100-Item13-Cond-Item14-A_hpg_Fill_0,295
295:'60',T,'60',102@0.00088;102,T,35,102@0:285,294
294:102,T,35,102@0;102,TTD,-1,102@0.0037:02_cluster_A47934|3c365b|303-479|164|02_cluster_A47934-65-Item16-Cond-Item17-A_hpg_Fill_0,293
293:102,TTD,-1,102@0.0037;102,S,100,'28'@0.0058:48_cluster_WAC1424cluster109|2a4bff|302-480|6329|48_cluster_WAC1424cluster109-2483-Item19-Cond-Item18-A_hpg_Fill_0,292
292:102,S,100,'28'@0.0058;'28',T,'04','28'@0.08:04_cluster_AazureaDSM43854|40c465|352-529|490|04_cluster_AazureaDSM43854-159-Item11-Cond-Item12-A_hpg_Fill_0,291
291:'28',T,'04','28'@0.08;'28',T,'01','28'@0.2:01_cluster_A40926|2105e4|302-480|60|01_cluster_A40926-23-Item15-Cond-Item16-A_hpg|hpg2cl_Fill_0,28_cluster_NcoxDSM45129|26d899|303-480|3730|28_cluster_NcoxDSM45129-1495-Item15-Cond-Item16-A_hpg_Fill_0
48_cluster_WAC1424cluster109|2a4bff|302-480|6329|48_cluster_WAC1424cluster109-2483-Item19-Cond-Item18-A_hpg_Fill_0:102,S,100,'28'@0.0058;100,SL,98,'48'@0.0058
02_cluster_A47934|3c365b|303-479|164|02_cluster_A47934-65-Item16-Cond-Item17-A_hpg_Fill_0:102,TTD,-1,102@0.0037;-1,TLFD,-1,'02'@0.32
285:102,T,35,102@0;35,T,19,35@0.0002:261,284
284:35,T,19,35@0.0002;35,T,'29',35@0.013:264,283
283:35,T,'29',35@0.013;35,T,11,35@0.081:275,282
282:35,T,11,35@0.081;35,T,35,39@0.2:278,281
281:35,T,35,39@0.2;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|302-480|2396|18_cluster_Chloroeremomycin-1-961-Item11-Cond-Item12-A_hpg_Fill_0,26_cluster_KaridNRRLB16535chlor|2871d2|302-480|3456|26_cluster_KaridNRRLB16535chlor-1355-Item11-Cond-Item12-A_hpg_Fill_0
278:35,T,35,39@0.2;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|302-480|626|05_cluster_AbalhimycinaFH1894-231-Item11-Cond-Item12-A_hpg_Fill_0,14_cluster_Balhimycin|69cf6a|302-480|1839|14_cluster_Balhimycin-709-Item11-Cond-Item12-A_hpg_Fill_0
275:35,T,11,35@0.081;11,S,'07',9@0.99:07_cluster_AkerFH1893nogabecin|5b689a|302-477|896|07_cluster_AkerFH1893nogabecin-340-Item12-Cond-Item13-A_hpg_Fill_0,274
274:11,S,'07',9@0.99;9,T,'11',9@0.5:11_cluster_AregGY080|ac6242|302-480|1496|11_cluster_AregGY080-602-Item12-Cond-Item13-A_hpg_Fill_0,273
273:9,T,'11',9@0.5;9,T,'03',9@0.5:03_cluster_AalbaDSM44262|311e81|302-480|288|03_cluster_AalbaDSM44262-96-Item12-Cond-Item13-A_hpg_Fill_0,272
272:9,T,'03',9@0.5;9,T,'09',9@0.5:09_cluster_AOHO0100074|ca1b25|302-480|1181|09_cluster_AOHO0100074-462-Item11-Cond-Item12-A_hpg|hpg2cl_Fill_0,271
271:9,T,'09',9@0.5;9,S,'40','51'@1:40_cluster_Vancomycin|aa4140|303-480|5215|40_cluster_Vancomycin-1956-Item11-Cond-Item12-A_hpg_Fill_0,51_cluster_WAC4169cluster051|66fb6a|303-480|6863|51_cluster_WAC4169cluster051-2638-Item22-Cond-Item21-A_hpg_Fill_0
264:35,T,'29',35@0.013;'29',T,'29','47'@0.21:29_cluster_pekiskomycin|61ac15|302-480|3824|29_cluster_pekiskomycin-1529-Item11-Cond-Item12-A_hpg|hpg2cl_Fill_0,47_cluster_WAC1420|713508|302-479|6209|47_cluster_WAC1420-2418-Item11-Cond-Item12-A_tyr_Fill_0
261:35,T,19,35@0.0002;19,TTD,-1,19@0.012:245,260
260:19,TTD,-1,19@0.012;19,TTD,-1,19@0.019:45_cluster_WAC1376cluster143|89a266|298-470|5896|45_cluster_WAC1376cluster143-2261-Item21-Cond-Item20-A_hpg_Fill_0,259
259:19,TTD,-1,19@0.019;19,S,'52','08'@0.026:52_cluster_WAC4182cluster089|6721ad|296-470|6991|52_cluster_WAC4182cluster089-2741-Item22-Cond-Item21-A_hpg_Fill_0,258
258:19,S,'52','08'@0.026;'08',T,'08',6@0.088:250,257
257:'08',T,'08',6@0.088;6,S,'06',4@1:06_cluster_Ajap-Ristocetin|b7eff3|298-470|774|06_cluster_Ajap-Ristocetin-286-Item12-Cond-Item13-A_hpg_Fill_0,256
256:6,S,'06',4@1;4,S,'53',2@1:53_cluster_WAC4197cluster073|a35ef6|298-470|7176|53_cluster_WAC4197cluster073-2789-Item11-Cond-Item12-A_hpg_Fill_0,255
255:4,S,'53',2@1;2,S,'25','27'@1:25_cluster_JPLW01000007|f68926|298-470|3297|25_cluster_JPLW01000007-1283-Item12-Cond-Item13-A_hpg_Fill_0,27_cluster_KF882511-Ristocetin|f68926|298-470|3601|27_cluster_KF882511-Ristocetin-1416-Item12-Cond-Item13-A_hpg_Fill_0
250:'08',T,'08',6@0.088;'08',T,'08','55'@0.21:08_cluster_AlurRistocetin|b5adf0|298-470|1044|08_cluster_AlurRistocetin-429-Item22-Cond-Item21-A_hpg_Fill_0,55_cluster_WAC05977|7779c3|298-470|7427|55_cluster_WAC05977-2904-Item11-Cond-Item12-A_hpg_Fill_0
45_cluster_WAC1376cluster143|89a266|298-470|5896|45_cluster_WAC1376cluster143-2261-Item21-Cond-Item20-A_hpg_Fill_0:19,TTD,-1,19@0.019;-1,TLFD,-1,'45'@0.032
245:19,TTD,-1,19@0.012;-1,TLFD,-1,23@0.032;23,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|298-474|5676|44_cluster_WAC1375-2129-Item11-Cond-Item12-A_hpg_Fill_0,46_cluster_WAC1416cluster068|d6e140|298-474|6087|46_cluster_WAC1416cluster068-2306-Item11-Cond-Item12-A_hpg_Fill_0
71_cluster_Kistamicin|8e9844|302-480|9792|71_cluster_Kistamicin-3712-Item11-Cond-Item12-A_no_call_Fill_0:45,TTD,-1,45@0.53;-1,TLFD,-1,'71'@1
238:45,D,45,45@0.12;45,S,'10',43@1:10_cluster_ArectNRRLB16090|35a3e5|312-491|1338|10_cluster_ArectNRRLB16090-521-Item20-Cond-Item21-A_dhpg_Fill_0,237
237:45,S,'10',43@1;43,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|46c496|312-491|8097|60_cluster_AsubtropicusNRRLB24665-3101-Item25-Cond-Item26-A_dhpg_Fill_0,236
236:43,S,'60','39'@1;'39',T,'39',102@0.0089:39_cluster_UK68597|13b231|312-491|5138|39_cluster_UK68597-1913-Item25-Cond-Item26-A_dpg_Fill_0,235
235:'39',T,'39',102@0.0089;102,S,100,'28'@0.018:48_cluster_WAC1424cluster109|1e552c|286-465|6313|48_cluster_WAC1424cluster109-2482-Item8-Cond-Item7-A_dhpg_Fill_0,234
234:102,S,100,'28'@0.018;'28',TTD,-1,'28'@0.011:02_cluster_A47934|f1a9cd|321-500|189|02_cluster_A47934-66-Item28-Cond-Item29-A_dpg_Fill_0,233
233:'28',TTD,-1,'28'@0.011;'28',T,'28',30@0.0036:187,232
232:'28',T,'28',30@0.0036;30,T,'29',30@0.0053:190,231
231:30,T,'29',30@0.0053;30,S,29,26@0.066:209,230
230:30,S,29,26@0.066;26,TTD,-1,26@0.066:07_cluster_AkerFH1893nogabecin|007425|312-491|921|07_cluster_AkerFH1893nogabecin-341-Item24-Cond-Item25-A_dhpg_Fill_0,229
229:26,TTD,-1,26@0.066;26,S,25,20@0.066:215,228
228:26,S,25,20@0.066;20,SL,16,19@0.066;19,S,'08','52'@1:08_cluster_AlurRistocetin|0f4616|341-519|1026|08_cluster_AlurRistocetin-428-Item10-Cond-Item9-A_dpg_Fill_0,227
227:19,S,'08','52'@1;'52',T,'52',2@0.5:52_cluster_WAC4182cluster089|e7dbb3|312-490|7021|52_cluster_WAC4182cluster089-2740-Item10-Cond-Item9-A_dhpg_Fill_0,226
226:'52',T,'52',2@0.5;2,S,'25','27'@1:222,225
225:2,S,'25','27'@1;'27',T,'27','55'@0.5:27_cluster_KF882511-Ristocetin|e66a00|312-490|3626|27_cluster_KF882511-Ristocetin-1417-Item24-Cond-Item25-A_dpg_Fill_0,55_cluster_WAC05977|27f9dd|312-490|7452|55_cluster_WAC05977-2905-Item23-Cond-Item24-A_dhpg_Fill_0
222:2,S,'25','27'@1;'25',T,'25','06'@0.18:25_cluster_JPLW01000007|e66a00|312-490|3322|25_cluster_JPLW01000007-1284-Item24-Cond-Item25-A_dpg_Fill_0,221
221:'25',T,'25','06'@0.18;'06',T,'06','53'@0.18:06_cluster_Ajap-Ristocetin|41a04d|312-490|722|06_cluster_Ajap-Ristocetin-288-Item24-Cond-Item25-A_dpg_Fill_0,53_cluster_WAC4197cluster073|45ffd8|312-490|7201|53_cluster_WAC4197cluster073-2790-Item23-Cond-Item24-A_dhpg_Fill_0
215:26,S,25,20@0.066;25,S,23,'45'@0.026:44_cluster_WAC1375|26826b|312-490|5701|44_cluster_WAC1375-2130-Item23-Cond-Item24-A_dpg_Fill_0,214
214:25,S,23,'45'@0.026;'45',T,'46','45'@0.013:46_cluster_WAC1416cluster068|d7004d|286-464|6109|46_cluster_WAC1416cluster068-2307-Item22-Cond-Item23-A_dhpg_Fill_0,45_cluster_WAC1376cluster143|2f68bd|286-464|5875|45_cluster_WAC1376cluster143-2259-Item10-Cond-Item9-A_dhpg_Fill_0
44_cluster_WAC1375|26826b|312-490|5701|44_cluster_WAC1375-2130-Item23-Cond-Item24-A_dpg_Fill_0:25,S,23,'45'@0.026;23,SL,'46','44'@0.026
07_cluster_AkerFH1893nogabecin|007425|312-491|921|07_cluster_AkerFH1893nogabecin-341-Item24-Cond-Item25-A_dhpg_Fill_0:26,TTD,-1,26@0.066;-1,TLFD,-1,'07'@1
209:30,S,29,26@0.066;29,S,'03','04'@1:197,208
208:29,S,'03','04'@1;'04',T,39,'04'@0.5:200,207
207:'04',T,39,'04'@0.5;'04',T,35,'04'@0.5:203,206
206:'04',T,35,'04'@0.5;'04',T,'11','04'@0.5:11_cluster_AregGY080|643e69|312-491|1484|11_cluster_AregGY080-603-Item24-Cond-Item25-A_dhpg_Fill_0,04_cluster_AazureaDSM43854|7a2c10|312-491|437|04_cluster_AazureaDSM43854-160-Item23-Cond-Item24-A_dhpg_Fill_0
203:'04',T,35,'04'@0.5;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|d4f558|312-491|651|05_cluster_AbalhimycinaFH1894-232-Item23-Cond-Item24-A_dhpg_Fill_0,14_cluster_Balhimycin|638910|312-491|1864|14_cluster_Balhimycin-710-Item23-Cond-Item24-A_dpg_Fill_0
200:'04',T,39,'04'@0.5;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|1dfbcd|321-500|2421|18_cluster_Chloroeremomycin-1-962-Item23-Cond-Item24-A_dpg_Fill_0,26_cluster_KaridNRRLB16535chlor|661409|312-491|3481|26_cluster_KaridNRRLB16535chlor-1356-Item23-Cond-Item24-A_dhpg_Fill_0
197:29,S,'03','04'@1;'03',T,'03',9@0.18:03_cluster_AalbaDSM44262|3f5634|310-489|313|03_cluster_AalbaDSM44262-97-Item24-Cond-Item25-A_dhpg_Fill_0,196
196:'03',T,'03',9@0.18;9,T,'09',9@0.18:09_cluster_AOHO0100074|586f66|320-499|1152|09_cluster_AOHO0100074-463-Item23-Cond-Item24-A_dpg_Fill_0,195
195:9,T,'09',9@0.18;9,S,'40','51'@1:40_cluster_Vancomycin|0a9770|320-499|5240|40_cluster_Vancomycin-1957-Item23-Cond-Item24-A_dpg_Fill_0,51_cluster_WAC4169cluster051|0dd5c9|320-499|6851|51_cluster_WAC4169cluster051-2637-Item10-Cond-Item9-A_dhpg_Fill_0
190:30,T,'29',30@0.0053;'29',T,'29','47'@0.21:29_cluster_pekiskomycin|3b5b44|321-500|3849|29_cluster_pekiskomycin-1530-Item23-Cond-Item24-A_dpg_Fill_0,47_cluster_WAC1420|f1adce|321-500|6234|47_cluster_WAC1420-2419-Item23-Cond-Item24-A_dpg_Fill_0
187:'28',T,'28',30@0.0036;'28',T,'01','28'@0.28:01_cluster_A40926|6a1658|312-492|85|01_cluster_A40926-24-Item27-Cond-Item28-A_dpg_Fill_0,28_cluster_NcoxDSM45129|80f814|312-492|3686|28_cluster_NcoxDSM45129-1496-Item27-Cond-Item28-A_dhpg_Fill_0
02_cluster_A47934|f1a9cd|321-500|189|02_cluster_A47934-66-Item28-Cond-Item29-A_dpg_Fill_0:'28',TTD,-1,'28'@0.011;-1,TLFD,-1,'02'@0.34
48_cluster_WAC1424cluster109|1e552c|286-465|6313|48_cluster_WAC1424cluster109-2482-Item8-Cond-Item7-A_dhpg_Fill_0:102,S,100,'28'@0.018;100,SL,98,'48'@0.018
179:79,T,107,79@0.47;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|4977-5153|1613|12_cluster_ArifDSM43936-1-659-Item14-Cond-Item15-A_tyr_Fill_0,56_cluster_WAC06369|3856d8|4953-5129|7546|56_cluster_WAC06369-2950-Item18-Cond-Item19-A_tyr_Fill_0
176:79,T,107,79@0.19;107,TTD,107,-1@0.4:172,175
175:107,TTD,107,-1@0.4;-1,DD,-1,-1@0.17:56_cluster_WAC06369|e01984|337-522|7559|56_cluster_WAC06369-2951-Item24-Cond-Item25-A_nrp_Fill_0,56_cluster_WAC06369|394215|305-568|7572|56_cluster_WAC06369-2952-Item30-Cond-Item31-A_nrp_Fill_0
56_cluster_WAC06369|394215|305-568|7572|56_cluster_WAC06369-2952-Item30-Cond-Item31-A_nrp_Fill_0:-1,DD,-1,-1@0.17;-1,TLFD,-1,'56'@0.5
56_cluster_WAC06369|e01984|337-522|7559|56_cluster_WAC06369-2951-Item24-Cond-Item25-A_nrp_Fill_0:-1,DD,-1,-1@0.17;-1,TLFD,-1,'56'@0.5
172:107,TTD,107,-1@0.4;107,D,107,107@0.27:168,171
171:107,D,107,107@0.27;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|3478-3739|1605|12_cluster_ArifDSM43936-1-659-Item10-Cond-Item11-A_nrp_Fill_0,56_cluster_WAC06369|3856d8|3454-3715|7538|56_cluster_WAC06369-2950-Item14-Cond-Item15-A_nrp_Fill_0
168:107,D,107,107@0.27;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|306-569|1562|12_cluster_ArifDSM43936-1-658-Item11-Cond-Item12-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|306-569|7595|56_cluster_WAC06369-2953-Item41-Cond-Item42-A_nrp_Fill_0
165:95,S,'67',93@0.37;'67',T,79,'67'@0.015:157,164
164:'67',T,79,'67'@0.015;'67',T,'68','67'@0.21:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|295-465|9246|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item1-Cond-Item2-A_no_call_Fill_0,163
163:'67',T,'68','67'@0.21;'67',T,'49','67'@0.24:49_cluster_WAC1438rc4d|da5867|303-484|6474|49_cluster_WAC1438rc4d-2520-Item4-Cond-Item5-A_hpg_Fill_0,162
162:'67',T,'49','67'@0.24;'67',T,'67','69'@0.31:67_cluster_STLI053.cluster001|3a97f0|300-481|9063|67_cluster_STLI053.cluster001-3496-Item7-Cond-Item8-A_asp_Fill_0,69_cluster_MchersinaDSM44151|4931ca|301-482|9451|69_cluster_MchersinaDSM44151-3595-Item3-Cond-Item4-A_asn_Fill_0
157:'67',T,79,'67'@0.015;79,S,77,'42'@0.071:145,156
156:79,S,77,'42'@0.071;'42',T,'42',70@0.13:42_cluster_WAC00631|27de41|303-486|5427|42_cluster_WAC00631-2040-Item1-Cond-Item2-A_hpg_Fill_0,155
155:'42',T,'42',70@0.13;70,TTD,-1,70@0.59:70_cluster_TLI55.cluster001|1dcea7|327-506|9663|70_cluster_TLI55.cluster001-3658-Item1-Cond-Item2-A_no_call_Fill_0,154
154:70,TTD,-1,70@0.59;70,S,69,66@1:150,153
153:70,S,69,66@1;66,S,'35','50'@1:35_cluster_SspNRRLS1521-1|1f6808|311-494|4595|35_cluster_SspNRRLS1521-1-1756-Item3-Cond-Item4-A_hpg_Fill_0,50_cluster_WAC01529|abd45d|333-516|6649|50_cluster_WAC01529-2565-Item3-Cond-Item4-A_hpg_Fill_0
150:70,S,69,66@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|262-449|4073|31_cluster_SluteocolorNRBC13826-1608-Item4-Cond-Item5-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|262-449|4188|32_cluster_Ssilaceus-1-1651-Item4-Cond-Item5-A_nrp_Fill_0
70_cluster_TLI55.cluster001|1dcea7|327-506|9663|70_cluster_TLI55.cluster001-3658-Item1-Cond-Item2-A_no_call_Fill_0:70,TTD,-1,70@0.59;-1,TLFD,-1,'70'@1
145:79,S,77,'42'@0.071;77,SL,73,76@0.071;76,S,'57','59'@1:57_cluster_WAC06725|09ed46|321-502|7678|57_cluster_WAC06725-2976-Item1-Cond-Item2-A_no_call_Fill_0,59_cluster_WAC06783|64e4a6|305-486|7925|59_cluster_WAC06783-3057-Item1-Cond-Item2-A_hpg_Fill_0
142:109,S,108,95@1;108,S,107,104@1:32,141
141:108,S,107,104@1;104,S,102,'68'@0.11:63,140
140:104,S,102,'68'@0.11;'68',T,'67','68'@0.038:66,139
139:'68',T,'67','68'@0.038;'68',T,'67','68'@0.076:81,138
138:'68',T,'67','68'@0.076;'68',T,'68','49'@0.059:112,137
137:'68',T,'68','49'@0.059;'49',T,'49','67'@0.033:133,136
